ArticleID,Journal,Volume,Issue,FirstPage,PubDate,CiteCount,LastPage,Year
6084,AER,90,4,787,2000-09-01,101.0,805,2000
6085,AER,90,4,806,2000-09-01,602.0,828,2000
6086,AER,90,4,829,2000-09-01,164.0,846,2000
6087,AER,90,4,847,2000-09-01,882.0,868,2000
6088,AER,90,4,869,2000-09-01,397.0,887,2000
6089,AER,90,4,888,2000-09-01,51.0,908,2000
6090,AER,90,4,909,2000-09-01,57.0,926,2000
6091,AER,90,4,927,2000-09-01,37.0,943,2000
6092,AER,90,4,944,2000-09-01,10.0,960,2000
6093,AER,90,5,1093,2000-12-01,91.0,1109,2000
6094,AER,90,5,1110,2000-12-01,53.0,1124,2000
6095,AER,90,5,1125,2000-12-01,33.0,1135,2000
6096,AER,90,5,1136,2000-12-01,43.0,1159,2000
6097,AER,90,5,1160,2000-12-01,379.0,1183,2000
6098,AER,90,5,1184,2000-12-01,422.0,1208,2000
6099,AER,90,5,1209,2000-12-01,291.0,1238,2000
6100,AER,90,5,1239,2000-12-01,134.0,1254,2000
6101,AER,90,5,1255,2000-12-01,65.0,1275,2000
6102,AER,90,5,1276,2000-12-01,171.0,1296,2000
6103,AER,90,5,1297,2000-12-01,53.0,1322,2000
6104,AER,90,5,1323,2000-12-01,24.0,1345,2000
6105,AER,90,5,1346,2000-12-01,525.0,1361,2000
6106,AER,91,1,128,2001-03-01,21.0,148,2001
6107,AER,91,1,149,2001-03-01,272.0,166,2001
6108,AER,91,1,167,2001-03-01,125.0,186,2001
6109,AER,91,1,187,2001-03-01,143.0,207,2001
6110,AER,91,1,208,2001-03-01,7.0,224,2001
6111,AER,91,1,225,2001-03-01,212.0,239,2001
6112,AER,91,1,240,2001-03-01,406.0,259,2001
6113,AER,91,1,260,2001-03-01,286.0,271,2001
6114,AER,91,1,33,2001-03-01,145.0,53,2001
6115,AER,91,1,54,2001-03-01,435.0,78,2001
6116,AER,91,1,79,2001-03-01,322.0,98,2001
6117,AER,91,1,99,2001-03-01,143.0,127,2001
6118,AER,91,3,379,2001-06-01,87.0,398,2001
6119,AER,91,3,399,2001-06-01,60.0,427,2001
6120,AER,91,3,428,2001-06-01,82.0,453,2001
6121,AER,91,3,454,2001-06-01,197.0,474,2001
6122,AER,91,3,475,2001-06-01,6.0,484,2001
6123,AER,91,3,485,2001-06-01,150.0,508,2001
6124,AER,91,3,509,2001-06-01,34.0,524,2001
6125,AER,91,3,525,2001-06-01,162.0,541,2001
6126,AER,91,3,542,2001-06-01,203.0,558,2001
6127,AER,91,3,559,2001-06-01,63.0,573,2001
6128,AER,91,3,574,2001-06-01,120.0,595,2001
6129,AER,91,3,596,2001-06-01,9.0,610,2001
6130,AER,91,3,611,2001-06-01,41.0,618,2001
6131,AER,91,4,1006,2001-09-01,53.0,1030,2001
6132,AER,91,4,1031,2001-09-01,18.0,1054,2001
6133,AER,91,4,755,2001-09-01,47.0,777,2001
6134,AER,91,4,778,2001-09-01,99.0,794,2001
6135,AER,91,4,795,2001-09-01,297.0,813,2001
6136,AER,91,4,814,2001-09-01,93.0,831,2001
6137,AER,91,4,832,2001-09-01,124.0,857,2001
6138,AER,91,4,858,2001-09-01,174.0,876,2001
6139,AER,91,4,877,2001-09-01,479.0,908,2001
6140,AER,91,4,909,2001-09-01,273.0,923,2001
6141,AER,91,4,924,2001-09-01,20.0,937,2001
6142,AER,91,4,938,2001-09-01,337.0,963,2001
6143,AER,91,4,964,2001-09-01,352.0,985,2001
6144,AER,91,4,986,2001-09-01,20.0,1005,2001
6145,AER,91,5,1185,2001-12-01,93.0,1202,2001
6146,AER,91,5,1203,2001-12-01,73.0,1220,2001
6147,AER,91,5,1221,2001-12-01,70.0,1238,2001
6148,AER,91,5,1239,2001-12-01,91.0,1262,2001
6149,AER,91,5,1263,2001-12-01,190.0,1285,2001
6150,AER,91,5,1286,2001-12-01,155.0,1310,2001
6151,AER,91,5,1311,2001-12-01,33.0,1328,2001
6152,AER,91,5,1329,2001-12-01,20.0,1349,2001
6153,AER,91,5,1350,2001-12-01,65.0,1368,2001
6154,AER,91,5,1369,2001-12-01,2481.0,1401,2001
6155,AER,91,5,1402,2001-12-01,149.0,1422,2001
6156,AER,91,5,1423,2001-12-01,130.0,1453,2001
6157,AER,91,5,1454,2001-12-01,332.0,1477,2001
6158,AER,91,5,1478,2001-12-01,53.0,1497,2001
6159,AER,96,3,461,2006-06-01,216.0,498,2006
6160,AER,96,3,499,2006-06-01,128.0,522,2006
6161,AER,96,3,523,2006-06-01,109.0,551,2006
6162,AER,96,3,552,2006-06-01,110.0,576,2006
6163,AER,96,3,577,2006-06-01,60.0,601,2006
6164,AER,96,3,602,2006-06-01,74.0,629,2006
6165,AER,96,3,630,2006-06-01,18.0,651,2006
6166,AER,96,3,652,2006-06-01,50.0,668,2006
6167,AER,96,3,669,2006-06-01,67.0,693,2006
6168,AER,96,3,694,2006-06-01,219.0,719,2006
6169,AER,96,3,720,2006-06-01,210.0,736,2006
6170,AER,96,3,737,2006-06-01,51.0,755,2006
6171,AER,96,3,756,2006-06-01,125.0,784,2006
6172,AER,96,3,785,2006-06-01,62.0,795,2006
6173,AER,96,3,796,2006-06-01,68.0,810,2006
6174,AER,96,3,811,2006-06-01,66.0,831,2006
6175,AER,96,3,832,2006-06-01,13.0,846,2006
6176,AER,96,3,847,2006-06-01,94.0,862,2006
6177,AER,96,3,863,2006-06-01,96.0,876,2006
6178,AER,96,3,877,2006-06-01,28.0,895,2006
6179,AER,96,3,896,2006-06-01,68.0,914,2006
6180,AER,96,4,1013,2006-09-01,70.0,1028,2006
6181,AER,96,4,1029,2006-09-01,56.0,1042,2006
6182,AER,96,4,1043,2006-09-01,111.0,1068,2006
6183,AER,96,4,1069,2006-09-01,100.0,1090,2006
6184,AER,96,4,1091,2006-09-01,47.0,1113,2006
6185,AER,96,4,1114,2006-09-01,8.0,1136,2006
6186,AER,96,4,1137,2006-09-01,28.0,1158,2006
6187,AER,96,4,1159,2006-09-01,26.0,1192,2006
6188,AER,96,4,1193,2006-09-01,73.0,1224,2006
6189,AER,96,4,1225,2006-09-01,116.0,1252,2006
6190,AER,96,4,1253,2006-09-01,73.0,1270,2006
6191,AER,96,4,1271,2006-09-01,92.0,1282,2006
6192,AER,96,4,1283,2006-09-01,5.0,1292,2006
6193,AER,96,4,1293,2006-09-01,154.0,1307,2006
6194,AER,96,4,1308,2006-09-01,172.0,1320,2006
6195,AER,96,4,1321,2006-09-01,16.0,1332,2006
6196,AER,96,4,1333,2006-09-01,55.0,1350,2006
6197,AER,96,4,938,2006-09-01,163.0,958,2006
6198,AER,96,4,959,2006-09-01,18.0,987,2006
6199,AER,96,4,988,2006-09-01,86.0,1012,2006
6200,AER,96,5,1384,2006-12-01,117.0,1417,2006
6201,AER,96,5,1418,2006-12-01,169.0,1448,2006
6202,AER,96,5,1449,2006-12-01,246.0,1476,2006
6203,AER,96,5,1477,2006-12-01,60.0,1514,2006
6204,AER,96,5,1515,2006-12-01,37.0,1558,2006
6205,AER,96,5,1559,2006-12-01,252.0,1588,2006
6206,AER,96,5,1589,2006-12-01,130.0,1610,2006
6207,AER,96,5,1611,2006-12-01,228.0,1630,2006
6208,AER,96,5,1631,2006-12-01,41.0,1651,2006
6209,AER,96,5,1652,2006-12-01,598.0,1678,2006
6210,AER,96,5,1679,2006-12-01,44.0,1705,2006
6211,AER,96,5,1706,2006-12-01,22.0,1719,2006
6212,AER,96,5,1720,2006-12-01,75.0,1736,2006
6213,AER,96,5,1737,2006-12-01,149.0,1768,2006
6214,AER,96,5,1769,2006-12-01,39.0,1787,2006
6215,AER,96,5,1788,2006-12-01,16.0,1801,2006
6216,AER,96,5,1802,2006-12-01,165.0,1820,2006
6217,AER,96,5,1821,2006-12-01,109.0,1834,2006
6218,AER,96,5,1835,2006-12-01,29.0,1849,2006
6219,AER,96,5,1850,2006-12-01,36.0,1858,2006
6220,AER,96,5,1859,2006-12-01,76.0,1875,2006
6221,AER,96,5,1876,2006-12-01,30.0,1889,2006
6222,AER,96,5,1890,2006-12-01,57.0,1905,2006
6223,AER,97,1,118,2007-03-01,63.0,149,2007
6224,AER,97,1,150,2007-03-01,41.0,168,2007
6225,AER,97,1,169,2007-03-01,97.0,179,2007
6226,AER,97,1,180,2007-03-01,106.0,196,2007
6227,AER,97,1,197,2007-03-01,98.0,221,2007
6228,AER,97,1,222,2007-03-01,29.0,241,2007
6229,AER,97,1,242,2007-03-01,348.0,259,2007
6230,AER,97,1,260,2007-03-01,11.0,276,2007
6231,AER,97,1,277,2007-03-01,38.0,297,2007
6232,AER,97,1,298,2007-03-01,116.0,317,2007
6233,AER,97,1,318,2007-03-01,26.0,353,2007
6234,AER,97,1,354,2007-03-01,223.0,385,2007
6235,AER,97,1,37,2007-03-01,10.0,63,2007
6236,AER,97,1,386,2007-03-01,26.0,401,2007
6237,AER,97,1,402,2007-03-01,74.0,418,2007
6238,AER,97,1,419,2007-03-01,19.0,428,2007
6239,AER,97,1,429,2007-03-01,114.0,443,2007
6240,AER,97,1,444,2007-03-01,93.0,460,2007
6241,AER,97,1,461,2007-03-01,121.0,473,2007
6242,AER,97,1,474,2007-03-01,20.0,490,2007
6243,AER,97,1,491,2007-03-01,18.0,502,2007
6244,AER,97,1,503,2007-03-01,55.0,516,2007
6245,AER,97,1,64,2007-03-01,33.0,88,2007
6246,AER,97,1,89,2007-03-01,113.0,117,2007
6247,AER,98,1,113,2008-03-01,15.0,144,2008
6248,AER,98,1,145,2008-03-01,111.0,179,2008
6249,AER,98,1,180,2008-03-01,48.0,200,2008
6250,AER,98,1,201,2008-03-01,89.0,236,2008
6251,AER,98,1,237,2008-03-01,98.0,266,2008
6252,AER,98,1,267,2008-03-01,184.0,293,2008
6253,AER,98,1,294,2008-03-01,118.0,310,2008
6254,AER,98,1,311,2008-03-01,70.0,332,2008
6255,AER,98,1,333,2008-03-01,23.0,357,2008
6256,AER,98,1,358,2008-03-01,228.0,393,2008
6257,AER,98,1,38,2008-03-01,97.0,71,2008
6258,AER,98,1,394,2008-03-01,339.0,425,2008
6259,AER,98,1,426,2008-03-01,74.0,438,2008
6260,AER,98,1,439,2008-03-01,183.0,457,2008
6261,AER,98,1,458,2008-03-01,25.0,473,2008
6262,AER,98,1,474,2008-03-01,44.0,495,2008
6263,AER,98,1,496,2008-03-01,30.0,518,2008
6264,AER,98,1,519,2008-03-01,37.0,533,2008
6265,AER,98,1,534,2008-03-01,10.0,560,2008
6266,AER,98,1,561,2008-03-01,0.0,562,2008
6267,AER,98,1,72,2008-03-01,27.0,86,2008
6268,AER,98,1,87,2008-03-01,47.0,112,2008
6269,AER,98,3,1009,2008-06-01,29.0,1039,2008
6270,AER,98,3,1040,2008-06-01,62.0,1068,2008
6271,AER,98,3,1069,2008-06-01,70.0,1082,2008
6272,AER,98,3,1083,2008-06-01,79.0,1102,2008
6273,AER,98,3,1103,2008-06-01,80.0,1127,2008
6274,AER,98,3,1128,2008-06-01,30.0,1144,2008
6275,AER,98,3,1145,2008-06-01,54.0,1162,2008
6276,AER,98,3,1163,2008-06-01,6.0,1177,2008
6277,AER,98,3,1178,2008-06-01,7.0,1188,2008
6278,AER,98,3,1189,2008-06-01,31.0,1194,2008
6279,AER,98,3,604,2008-06-01,185.0,641,2008
6280,AER,98,3,642,2008-06-01,90.0,668,2008
6281,AER,98,3,669,2008-06-01,64.0,689,2008
6282,AER,98,3,690,2008-06-01,179.0,712,2008
6283,AER,98,3,713,2008-06-01,87.0,736,2008
6284,AER,98,3,737,2008-06-01,40.0,768,2008
6285,AER,98,3,769,2008-06-01,36.0,807,2008
6286,AER,98,3,808,2008-06-01,306.0,842,2008
6287,AER,98,3,843,2008-06-01,42.0,863,2008
6288,AER,98,3,864,2008-06-01,28.0,896,2008
6289,AER,98,3,897,2008-06-01,47.0,923,2008
6290,AER,98,3,924,2008-06-01,50.0,937,2008
6291,AER,98,3,938,2008-06-01,40.0,966,2008
6292,AER,98,3,967,2008-06-01,18.0,989,2008
6293,AER,98,3,990,2008-06-01,133.0,1008,2008
6294,AER,98,4,1211,2008-09-01,110.0,1244,2008
6295,AER,98,4,1245,2008-09-01,71.0,1268,2008
6296,AER,98,4,1269,2008-09-01,25.0,1291,2008
6297,AER,98,4,1292,2008-09-01,34.0,1311,2008
6298,AER,98,4,1312,2008-09-01,43.0,1346,2008
6299,AER,98,4,1347,2008-09-01,63.0,1369,2008
6300,AER,98,4,1370,2008-09-01,17.0,1396,2008
6301,AER,98,4,1397,2008-09-01,100.0,1412,2008
6302,AER,98,4,1413,2008-09-01,138.0,1442,2008
6303,AER,98,4,1443,2008-09-01,57.0,1458,2008
6304,AER,98,4,1459,2008-09-01,46.0,1475,2008
6305,AER,98,4,1476,2008-09-01,63.0,1516,2008
6306,AER,98,4,1517,2008-09-01,70.0,1552,2008
6307,AER,98,4,1553,2008-09-01,45.0,1577,2008
6308,AER,98,4,1578,2008-09-01,44.0,1590,2008
6309,AER,98,4,1591,2008-09-01,47.0,1604,2008
6310,AER,98,4,1605,2008-09-01,37.0,1618,2008
6311,AER,98,4,1619,2008-09-01,10.0,1628,2008
6312,AER,98,4,1629,2008-09-01,16.0,1635,2008
6313,AER,98,4,1636,2008-09-01,48.0,1652,2008
6314,AER,98,4,1653,2008-09-01,136.0,1674,2008
6315,AER,98,4,1675,2008-09-01,25.0,1691,2008
6316,AER,98,4,1692,2008-09-01,215.0,1706,2008
6317,AER,98,4,1707,2008-09-01,364.0,1721,2008
6318,AER,98,5,1737,2008-12-01,46.0,1765,2008
6319,AER,98,5,1766,2008-12-01,104.0,1797,2008
6320,AER,98,5,1798,2008-12-01,19.0,1828,2008
6321,AER,98,5,1829,2008-12-01,146.0,1863,2008
6322,AER,98,5,1864,2008-12-01,51.0,1886,2008
6323,AER,98,5,1887,2008-12-01,188.0,1921,2008
6324,AER,98,5,1922,2008-12-01,42.0,1942,2008
6325,AER,98,5,1943,2008-12-01,151.0,1977,2008
6326,AER,98,5,1978,2008-12-01,363.0,1997,2008
6327,AER,98,5,1998,2008-12-01,101.0,2031,2008
6328,AER,98,5,2032,2008-12-01,90.0,2065,2008
6329,AER,98,5,2066,2008-12-01,181.0,2100,2008
6330,AER,98,5,2101,2008-12-01,124.0,2126,2008
6331,AER,98,5,2127,2008-12-01,54.0,2149,2008
6332,AER,98,5,2150,2008-12-01,22.0,2162,2008
6333,AER,98,5,2163,2008-12-01,44.0,2184,2008
6334,AER,98,5,2185,2008-12-01,70.0,2202,2008
6335,AER,98,5,2203,2008-12-01,94.0,2220,2008
6336,AER,98,5,2221,2008-12-01,26.0,2241,2008
6337,AER,98,5,2242,2008-12-01,131.0,2258,2008
6338,AER,98,5,2259,2008-12-01,15.0,2273,2008
6339,AER,99,1,112,2009-03-01,218.0,145,2009
6340,AER,99,1,146,2009-03-01,14.0,178,2009
6341,AER,99,1,179,2009-03-01,51.0,215,2009
6342,AER,99,1,216,2009-03-01,17.0,242,2009
6343,AER,99,1,243,2009-03-01,113.0,264,2009
6344,AER,99,1,25,2009-03-01,120.0,48,2009
6345,AER,99,1,265,2009-03-01,58.0,294,2009
6346,AER,99,1,295,2009-03-01,28.0,323,2009
6347,AER,99,1,324,2009-03-01,47.0,349,2009
6348,AER,99,1,350,2009-03-01,72.0,384,2009
6349,AER,99,1,385,2009-03-01,38.0,392,2009
6350,AER,99,1,393,2009-03-01,59.0,430,2009
6351,AER,99,1,431,2009-03-01,249.0,457,2009
6352,AER,99,1,458,2009-03-01,21.0,471,2009
6353,AER,99,1,472,2009-03-01,9.0,485,2009
6354,AER,99,1,486,2009-03-01,83.0,508,2009
6355,AER,99,1,49,2009-03-01,51.0,84,2009
6356,AER,99,1,509,2009-03-01,27.0,527,2009
6357,AER,99,1,528,2009-03-01,73.0,543,2009
6358,AER,99,1,544,2009-03-01,278.0,555,2009
6359,AER,99,1,85,2009-03-01,26.0,111,2009
6360,AER,99,3,1006,2009-06-01,146.0,1026,2009
6361,AER,99,3,1027,2009-06-01,41.0,1039,2009
6362,AER,99,3,1040,2009-06-01,37.0,1052,2009
6363,AER,99,3,1053,2009-06-01,512.0,1069,2009
6364,AER,99,3,1070,2009-06-01,14.0,1081,2009
6365,AER,99,3,561,2009-06-01,38.0,571,2009
6366,AER,99,3,572,2009-06-01,33.0,607,2009
6367,AER,99,3,608,2009-06-01,58.0,627,2009
6368,AER,99,3,628,2009-06-01,82.0,666,2009
6369,AER,99,3,667,2009-06-01,88.0,699,2009
6370,AER,99,3,700,2009-06-01,91.0,724,2009
6371,AER,99,3,725,2009-06-01,40.0,749,2009
6372,AER,99,3,750,2009-06-01,53.0,768,2009
6373,AER,99,3,769,2009-06-01,108.0,803,2009
6374,AER,99,3,804,2009-06-01,49.0,826,2009
6375,AER,99,3,827,2009-06-01,31.0,863,2009
6376,AER,99,3,864,2009-06-01,66.0,882,2009
6377,AER,99,3,883,2009-06-01,62.0,908,2009
6378,AER,99,3,909,2009-06-01,72.0,936,2009
6379,AER,99,3,937,2009-06-01,18.0,955,2009
6380,AER,99,3,956,2009-06-01,33.0,978,2009
6381,AER,99,3,979,2009-06-01,28.0,1005,2009
6382,AER,99,4,1097,2009-09-01,165.0,1118,2009
6383,AER,99,4,1119,2009-09-01,26.0,1144,2009
6384,AER,99,4,1145,2009-09-01,293.0,1177,2009
6385,AER,99,4,1178,2009-09-01,6.0,1205,2009
6386,AER,99,4,1206,2009-09-01,26.0,1217,2009
6387,AER,99,4,1218,2009-09-01,157.0,1244,2009
6388,AER,99,4,1245,2009-09-01,81.0,1277,2009
6389,AER,99,4,1278,2009-09-01,44.0,1308,2009
6390,AER,99,4,1309,2009-09-01,12.0,1334,2009
6391,AER,99,4,1335,2009-09-01,98.0,1355,2009
6392,AER,99,4,1356,2009-09-01,32.0,1383,2009
6393,AER,99,4,1384,2009-09-01,101.0,1414,2009
6394,AER,99,4,1415,2009-09-01,21.0,1450,2009
6395,AER,99,4,1451,2009-09-01,57.0,1483,2009
6396,AER,99,4,1484,2009-09-01,9.0,1507,2009
6397,AER,99,4,1508,2009-09-01,37.0,1543,2009
6398,AER,99,4,1544,2009-09-01,37.0,1575,2009
6399,AER,99,4,1576,2009-09-01,19.0,1587,2009
6400,AER,99,4,1588,2009-09-01,37.0,1607,2009
6401,AER,99,4,1608,2009-09-01,10.0,1618,2009
6402,AER,99,4,1619,2009-09-01,41.0,1635,2009
6403,AER,99,4,1636,2009-09-01,60.0,1652,2009
6404,AER,99,4,1653,2009-09-01,23.0,1663,2009
6405,AER,99,4,1664,2009-09-01,35.0,1671,2009
6406,AER,99,4,1672,2009-09-01,48.0,1675,2009
6407,AER,99,4,1676,2009-09-01,35.0,1683,2009
6408,AER,99,5,1689,2009-12-01,58.0,1713,2009
6409,AER,99,5,1714,2009-12-01,115.0,1739,2009
6410,AER,99,5,1740,2009-12-01,20.0,1769,2009
6411,AER,99,5,1770,2009-12-01,77.0,1807,2009
6412,AER,99,5,1808,2009-12-01,31.0,1830,2009
6413,AER,99,5,1831,2009-12-01,37.0,1849,2009
6414,AER,99,5,1850,2009-12-01,20.0,1877,2009
6415,AER,99,5,1878,2009-12-01,36.0,1898,2009
6416,AER,99,5,1899,2009-12-01,108.0,1924,2009
6417,AER,99,5,1925,2009-12-01,18.0,1953,2009
6418,AER,99,5,1954,2009-12-01,93.0,1978,2009
6419,AER,99,5,1979,2009-12-01,71.0,2011,2009
6420,AER,99,5,2012,2009-12-01,18.0,2021,2009
6421,AER,99,5,2022,2009-12-01,38.0,2049,2009
6422,AER,99,5,2050,2009-12-01,57.0,2084,2009
6423,AER,99,5,2085,2009-12-01,22.0,2095,2009
6424,AER,99,5,2096,2009-12-01,66.0,2119,2009
6425,AER,99,5,2120,2009-12-01,24.0,2128,2009
6426,AER,99,5,2129,2009-12-01,13.0,2134,2009
6427,AER,99,5,2135,2009-12-01,14.0,2148,2009
6428,AER,99,5,2149,2009-12-01,14.0,2176,2009
6429,AER,99,5,2177,2009-12-01,43.0,2192,2009
6430,AER,99,5,2193,2009-12-01,16.0,2208,2009
6431,AER,99,5,2209,2009-12-01,35.0,2226,2009
6432,AER,99,5,2227,2009-12-01,14.0,2246,2009
6433,AER,99,5,2247,2009-12-01,41.0,2257,2009
6434,AER,99,5,2258,2009-12-01,1.0,2266,2009
6435,AER,99,5,2267,2009-12-01,1.0,2276,2009
6436,JPE,85,1,1,1977-02-01,133.0,25,1977
6437,JPE,85,1,27,1977-02-01,183.0,58,1977
6438,JPE,85,1,59,1977-02-01,79.0,77,1977
6439,JPE,85,1,79,1977-02-01,18.0,96,1977
6440,JPE,85,1,97,1977-02-01,79.0,122,1977
6441,JPE,85,1,123,1977-02-01,25.0,146,1977
6442,JPE,85,1,147,1977-02-01,110.0,162,1977
6443,JPE,85,1,163,1977-02-01,227.0,190,1977
6444,JPE,85,1,191,1977-02-01,717.0,205,1977
6445,JPE,85,1,207,1977-02-01,46.0,210,1977
6446,JPE,86,5,749,1978-10-01,573.0,773,1978
6447,JPE,86,5,775,1978-10-01,99.0,791,1978
6448,JPE,86,5,793,1978-10-01,22.0,813,1978
6449,JPE,86,5,815,1978-10-01,64.0,840,1978
6450,JPE,86,5,841,1978-10-01,208.0,861,1978
6451,JPE,86,5,863,1978-10-01,12.0,875,1978
6452,JPE,86,5,877,1978-10-01,18.0,895,1978
6453,JPE,86,5,897,1978-10-01,950.0,921,1978
6454,JPE,86,5,923,1978-10-01,113.0,942,1978
6455,JPE,86,5,943,1978-10-01,180.0,952,1978
6456,JPE,86,5,953,1978-10-01,10.0,958,1978
6457,JPE,85,4,661,1977-08-01,72.0,689,1977
6458,JPE,85,4,691,1977-08-01,50.0,715,1977
6459,JPE,85,4,717,1977-08-01,22.0,739,1977
6460,JPE,85,4,741,1977-08-01,105.0,788,1977
6461,JPE,85,4,789,1977-08-01,22.0,801,1977
6462,JPE,85,4,803,1977-08-01,153.0,815,1977
6463,JPE,85,4,817,1977-08-01,22.0,827,1977
6464,JPE,85,4,829,1977-08-01,36.0,842,1977
6465,JPE,85,4,843,1977-08-01,40.0,849,1977
6466,JPE,85,4,851,1977-08-01,14.0,858,1977
6467,JPE,85,4,859,1977-08-01,1.0,864,1977
6468,JPE,85,4,865,1977-08-01,4.0,872,1977
6469,JPE,86,1,1,1978-02-01,192.0,18,1978
6470,JPE,86,1,19,1978-02-01,14.0,43,1978
6471,JPE,86,1,45,1978-02-01,59.0,61,1978
6472,JPE,86,1,63,1978-02-01,31.0,78,1978
6473,JPE,86,1,79,1978-02-01,204.0,95,1978
6474,JPE,86,1,97,1978-02-01,40.0,116,1978
6475,JPE,86,1,117,1978-02-01,19.0,130,1978
6476,JPE,86,1,131,1978-02-01,51.0,138,1978
6477,JPE,86,1,139,1978-02-01,7.0,145,1978
6478,JPE,86,2,3,1978-04-01,187.0,27,1978
6479,JPE,86,2,29,1978-04-01,100.0,51,1978
6480,JPE,86,2,53,1978-04-01,44.0,70,1978
6481,JPE,86,2,71,1978-04-01,11.0,85,1978
6482,JPE,86,2,87,1978-04-01,97.0,120,1978
6483,JPE,86,2,121,1978-04-01,23.0,135,1978
6484,JPE,86,2,137,1978-04-01,23.0,150,1978
6485,JPE,84,3,427,1976-06-01,100.0,448,1976
6486,JPE,84,3,449,1976-06-01,104.0,472,1976
6487,JPE,84,3,473,1976-06-01,77.0,497,1976
6488,JPE,84,3,499,1976-06-01,189.0,522,1976
6489,JPE,84,3,523,1976-06-01,54.0,541,1976
6490,JPE,84,3,543,1976-06-01,20.0,552,1976
6491,JPE,84,3,553,1976-06-01,11.0,571,1976
6492,JPE,87,5,7,1979-10-01,320.0,36,1979
6493,JPE,87,5,37,1979-10-01,223.0,64,1979
6494,JPE,87,5,65,1979-10-01,157.0,97,1979
6495,JPE,87,5,99,1979-10-01,41.0,116,1979
6496,JPE,87,5,117,1979-10-01,24.0,131,1979
6497,JPE,87,5,133,1979-10-01,18.0,161,1979
6498,JPE,87,5,163,1979-10-01,46.0,192,1979
6499,JPE,87,5,193,1979-10-01,20.0,212,1979
6500,JPE,87,5,213,1979-10-01,14.0,226,1979
6501,JPE,87,5,227,1979-10-01,76.0,252,1979
6502,JPE,86,2,193,1978-04-01,2.0,209,1978
6503,JPE,86,2,211,1978-04-01,26.0,228,1978
6504,JPE,86,2,229,1978-04-01,48.0,243,1978
6505,JPE,86,2,245,1978-04-01,26.0,257,1978
6506,JPE,86,2,259,1978-04-01,49.0,280,1978
6507,JPE,86,2,281,1978-04-01,87.0,291,1978
6508,JPE,86,2,293,1978-04-01,11.0,301,1978
6509,JPE,86,2,303,1978-04-01,3.0,319,1978
6510,JPE,83,5,883,1975-10-01,0.0,921,1975
6511,JPE,83,5,923,1975-10-01,20.0,933,1975
6512,JPE,83,5,935,1975-10-01,10.0,949,1975
6513,JPE,83,5,951,1975-10-01,83.0,967,1975
6514,JPE,83,5,969,1975-10-01,14.0,985,1975
6515,JPE,83,5,987,1975-10-01,30.0,1008,1975
6516,JPE,83,5,1009,1975-10-01,78.0,1021,1975
6517,JPE,83,5,1023,1975-10-01,12.0,1032,1975
6518,JPE,84,1,1,1976-02-01,78.0,16,1976
6519,JPE,84,1,17,1976-02-01,30.0,45,1976
6520,JPE,84,1,47,1976-02-01,13.0,72,1976
6521,JPE,84,1,73,1976-02-01,2.0,82,1976
6522,JPE,84,1,83,1976-02-01,11.0,99,1976
6523,JPE,84,1,101,1976-02-01,16.0,108,1976
6524,JPE,84,1,109,1976-02-01,4.0,122,1976
6525,JPE,85,3,451,1977-06-01,598.0,472,1977
6526,JPE,85,3,473,1977-06-01,1906.0,491,1977
6527,JPE,85,3,493,1977-06-01,42.0,512,1977
6528,JPE,85,3,513,1977-06-01,26.0,547,1977
6529,JPE,85,3,549,1977-06-01,4.0,568,1977
6530,JPE,85,3,569,1977-06-01,44.0,597,1977
6531,JPE,85,3,599,1977-06-01,26.0,615,1977
6532,JPE,85,3,617,1977-06-01,160.0,625,1977
6533,JPE,85,3,627,1977-06-01,43.0,634,1977
6534,JPE,85,3,635,1977-06-01,29.0,646,1977
6535,JPE,90,2,223,1982-04-01,27.0,246,1982
6536,JPE,90,2,247,1982-04-01,41.0,279,1982
6537,JPE,90,2,280,1982-04-01,39.0,294,1982
6538,JPE,90,2,295,1982-04-01,93.0,313,1982
6539,JPE,90,2,314,1982-04-01,365.0,332,1982
6540,JPE,90,2,333,1982-04-01,4.0,355,1982
6541,JPE,90,2,356,1982-04-01,34.0,368,1982
6542,JPE,85,5,891,1977-10-01,44.0,907,1977
6543,JPE,85,5,909,1977-10-01,107.0,935,1977
6544,JPE,85,5,937,1977-10-01,210.0,968,1977
6545,JPE,85,5,969,1977-10-01,80.0,1000,1977
6546,JPE,85,5,1001,1977-10-01,29.0,1020,1977
6547,JPE,85,5,1021,1977-10-01,38.0,1035,1977
6548,JPE,85,5,1037,1977-10-01,42.0,1048,1977
6549,JPE,85,5,1049,1977-10-01,6.0,1062,1977
6550,JPE,85,5,1063,1977-10-01,10.0,1071,1977
6551,JPE,96,3,453,1988-06-01,96.0,472,1988
6552,JPE,96,3,473,1988-06-01,19.0,508,1988
6553,JPE,96,3,509,1988-06-01,43.0,527,1988
6554,JPE,96,3,528,1988-06-01,28.0,550,1988
6555,JPE,96,3,551,1988-06-01,17.0,567,1988
6556,JPE,96,3,568,1988-06-01,153.0,592,1988
6557,JPE,96,3,593,1988-06-01,152.0,617,1988
6558,JPE,96,3,618,1988-06-01,13.0,651,1988
6559,JPE,96,3,652,1988-06-01,210.0,662,1988
6560,JPE,83,4,677,1975-08-01,549.0,725,1975
6561,JPE,83,4,727,1975-08-01,72.0,755,1975
6562,JPE,83,4,757,1975-08-01,125.0,778,1975
6563,JPE,83,4,779,1975-08-01,4.0,790,1975
