ArticleID,Journal,FirstPage,PubDate
5675,AER,1248,2013-06-01
5676,AER,1289,2013-06-01
5677,AER,1325,2013-06-01
5678,AER,1360,2013-06-01
5679,AER,1398,2013-06-01
5680,AER,1414,2013-06-01
5681,AER,1445,2013-06-01
5682,AER,1463,2013-06-01
5683,AER,1490,2013-06-01
5684,AER,1507,2013-06-01
5685,AER,1529,2013-06-01
5686,AER,1536,2013-06-01
5687,AER,1553,2013-08-01
5688,AER,1598,2013-08-01
5689,AER,1629,2013-08-01
5690,AER,1664,2013-08-01
5691,AER,1697,2013-08-01
5692,AER,1728,2013-08-01
5693,AER,1759,2013-08-01
5694,AER,1797,2013-08-01
5695,AER,1830,2013-08-01
5696,AER,1862,2013-08-01
5697,AER,1892,2013-08-01
5698,AER,1925,2013-08-01
5699,AER,1960,2013-08-01
5700,AER,1977,2013-08-01
5701,AER,2003,2013-08-01
5702,AER,2021,2013-08-01
5703,AER,2041,2013-08-01
5704,AER,2050,2013-08-01
5705,AER,2052,2013-10-01
5706,AER,2087,2013-10-01
5707,AER,2121,2013-10-01
5708,AER,2169,2013-10-01
5709,AER,2196,2013-10-01
5710,AER,2227,2013-10-01
5711,AER,2265,2013-10-01
5712,AER,2296,2013-10-01
5713,AER,2328,2013-10-01
5714,AER,2352,2013-10-01
5715,AER,2384,2013-10-01
5716,AER,2412,2013-10-01
5717,AER,2437,2013-10-01
5718,AER,2466,2013-10-01
5719,AER,2499,2013-10-01
5720,AER,2530,2013-10-01
5721,AER,2554,2013-10-01
5722,AER,2585,2013-10-01
5723,AER,2612,2013-10-01
5724,AER,2633,2013-10-01
5725,AER,2643,2013-12-01
5726,AER,2683,2013-12-01
5727,AER,2722,2013-12-01
5728,AER,2752,2013-12-01
5729,AER,2790,2013-12-01
5730,AER,2811,2013-12-01
5731,AER,2848,2013-12-01
5732,AER,2875,2013-12-01
5733,AER,2911,2013-12-01
5734,AER,2935,2013-12-01
5735,AER,2960,2013-12-01
5736,AER,3001,2013-12-01
5737,AER,3022,2013-12-01
5738,AER,3045,2013-12-01
5739,AER,3071,2013-12-01
5740,AER,3084,2013-12-01
5741,AER,3102,2013-12-01
5742,AER,1,2014-01-01
5743,AER,123,2014-01-01
5744,AER,149,2014-01-01
5745,AER,183,2014-01-01
5746,AER,224,2014-01-01
5747,AER,252,2014-01-01
5748,AER,27,2014-01-01
5749,AER,277,2014-01-01
5750,AER,291,2014-01-01
5751,AER,308,2014-01-01
5752,AER,323,2014-01-01
5753,AER,338,2014-01-01
5754,AER,66,2014-01-01
5755,AER,84,2014-01-01
5756,AER,2941,2014-10-01
5757,AER,2975,2014-10-01
5758,AER,3003,2014-10-01
5759,AER,3038,2014-10-01
5760,AER,3073,2014-10-01
5761,AER,3115,2014-10-01
5762,AER,3154,2014-10-01
5763,AER,3186,2014-10-01
5764,AER,3222,2014-10-01
5765,AER,3256,2014-10-01
5766,AER,3288,2014-10-01
5767,AER,3297,2014-10-01
5768,AER,3335,2014-10-01
5769,AER,3365,2014-10-01
5770,AER,3397,2014-11-01
5771,AER,3434,2014-11-01
5772,AER,3459,2014-11-01
5773,AER,3481,2014-11-01
5774,AER,3498,2014-11-01
5775,AER,3529,2014-11-01
5776,AER,3565,2014-11-01
5777,AER,3600,2014-11-01
5778,AER,3635,2014-11-01
5779,AER,3668,2014-11-01
5780,AER,3701,2014-11-01
5781,AER,3725,2014-11-01
5782,AER,3737,2014-11-01
5783,AER,3752,2014-11-01
5784,AER,3779,2014-12-01
5785,AER,3814,2014-12-01
5786,AER,3841,2014-12-01
5787,AER,3885,2014-12-01
5788,AER,3921,2014-12-01
5789,AER,3956,2014-12-01
5790,AER,3991,2014-12-01
5791,AER,4027,2014-12-01
5792,AER,4071,2014-12-01
5793,AER,4104,2014-12-01
5794,AER,4147,2014-12-01
5795,AER,4184,2014-12-01
5796,AER,4205,2014-12-01
5797,AER,4231,2014-12-01
5798,AER,343,2014-02-01
5799,AER,379,2014-02-01
5800,AER,422,2014-02-01
5801,AER,459,2014-02-01
5802,AER,495,2014-02-01
5803,AER,537,2014-02-01
5804,AER,564,2014-02-01
5805,AER,609,2014-02-01
5806,AER,624,2014-02-01
5807,AER,656,2014-02-01
5808,AER,672,2014-02-01
5809,AER,687,2014-02-01
5810,AER,707,2014-02-01
5811,AER,1014,2014-03-01
5812,AER,1040,2014-03-01
5813,AER,1047,2014-03-01
5814,AER,1063,2014-03-01
5815,AER,1072,2014-03-01
5816,AER,721,2014-03-01
5817,AER,753,2014-03-01
5818,AER,793,2014-03-01
5819,AER,832,2014-03-01
5820,AER,868,2014-03-01
5821,AER,898,2014-03-01
5822,AER,931,2014-03-01
5823,AER,963,2014-03-01
5824,AER,991,2014-03-01
5825,AER,1091,2014-04-01
5826,AER,1120,2014-04-01
5827,AER,1149,2014-04-01
5828,AER,1172,2014-04-01
5829,AER,1211,2014-04-01
5830,AER,1244,2014-04-01
5831,AER,1288,2014-04-01
5832,AER,1320,2014-04-01
5833,AER,1350,2014-04-01
5834,AER,1368,2014-04-01
5835,AER,1392,2014-04-01
5836,AER,1417,2014-04-01
5837,AER,1439,2014-04-01
5838,AER,1446,2014-04-01
5839,AER,1461,2014-04-01
5939,AER,1518,2014-06-01
5940,AER,1551,2014-06-01
5941,AER,1597,2014-06-01
5942,AER,1630,2014-06-01
5943,AER,1667,2014-06-01
5944,AER,1698,2014-06-01
5945,AER,1735,2014-06-01
5946,AER,1777,2014-06-01
5947,AER,1793,2014-06-01
5948,AER,1806,2014-06-01
5949,AER,1833,2014-06-01
5950,AER,1857,2014-06-01
5951,AER,1875,2014-07-01
5952,AER,1909,2014-07-01
5953,AER,1942,2014-07-01
5954,AER,1979,2014-07-01
5955,AER,2014,2014-07-01
5956,AER,2049,2014-07-01
5957,AER,2075,2014-07-01
5958,AER,2127,2014-07-01
5959,AER,2152,2014-07-01
5960,AER,2185,2014-07-01
5961,AER,2210,2014-07-01
5962,AER,2238,2014-07-01
5963,AER,2267,2014-08-01
5964,AER,2303,2014-08-01
5965,AER,2320,2014-08-01
5966,AER,2368,2014-08-01
5967,AER,2400,2014-08-01
5968,AER,2421,2014-08-01
5969,AER,2456,2014-08-01
5970,AER,2482,2014-08-01
5971,AER,2509,2014-08-01
5972,AER,2527,2014-08-01
5973,AER,2552,2014-08-01
5974,AER,2567,2014-08-01
5975,AER,2593,2014-09-01
5976,AER,2633,2014-09-01
5977,AER,2680,2014-09-01
5978,AER,2698,2014-09-01
5979,AER,2736,2014-09-01
5980,AER,2763,2014-09-01
5981,AER,2797,2014-09-01
5982,AER,2830,2014-09-01
5983,AER,2858,2014-09-01
5984,AER,2872,2014-09-01
5985,AER,2900,2014-09-01
5986,AER,2918,2014-09-01
5987,AER,784,2015-02-01
5988,AER,67,2015-01-01
5989,AER,35,2015-01-01
5990,AER,886,2015-02-01
5991,AER,299,2015-01-01
5992,AER,816,2015-02-01
5993,AER,234,2015-01-01
5994,AER,354,2015-01-01
5995,AER,477,2015-02-01
5996,AER,204,2015-01-01
5997,AER,747,2015-02-01
5998,AER,1,2015-01-01
5999,AER,445,2015-01-01
6000,AER,100,2015-01-01
6001,AER,678,2015-02-01
6002,AER,272,2015-01-01
6003,AER,131,2015-01-01
6004,AER,172,2015-01-01
6005,AER,609,2015-02-01
6006,AER,564,2015-02-01
6007,AER,382,2015-01-01
6008,AER,906,2015-02-01
6009,AER,504,2015-02-01
6010,AER,646,2015-02-01
6011,AER,322,2015-01-01
6012,AER,536,2015-02-01
6013,AER,860,2015-02-01
6014,AER,411,2015-01-01
6015,AER,710,2015-02-01
6016,AER,103,1999-03-01
6017,AER,125,1999-03-01
6018,AER,148,1999-03-01
6019,AER,175,1999-03-01
6020,AER,190,1999-03-01
6021,AER,215,1999-03-01
6022,AER,22,1999-03-01
6023,AER,249,1999-03-01
6024,AER,272,1999-03-01
6025,AER,47,1999-03-01
6026,AER,78,1999-03-01
6027,AER,379,1999-06-01
6028,AER,400,1999-06-01
6029,AER,431,1999-06-01
6030,AER,450,1999-06-01
6031,AER,473,1999-06-01
6032,AER,501,1999-06-01
6033,AER,525,1999-06-01
6034,AER,548,1999-06-01
6035,AER,564,1999-06-01
6036,AER,585,1999-06-01
6037,AER,605,1999-06-01
6038,AER,619,1999-06-01
6039,AER,703,1999-09-01
6040,AER,728,1999-09-01
6041,AER,748,1999-09-01
6042,AER,781,1999-09-01
6043,AER,805,1999-09-01
6044,AER,827,1999-09-01
6045,AER,847,1999-09-01
6046,AER,878,1999-09-01
6047,AER,902,1999-09-01
6048,AER,921,1999-09-01
6049,AER,1063,1999-12-01
6050,AER,1081,1999-12-01
6051,AER,1097,1999-12-01
6052,AER,1116,1999-12-01
6053,AER,1135,1999-12-01
6054,AER,1156,1999-12-01
6055,AER,1182,1999-12-01
6056,AER,1197,1999-12-01
6057,AER,1216,1999-12-01
6058,AER,1234,1999-12-01
6059,AER,1259,1999-12-01
6060,AER,130,2000-03-01
6061,AER,147,2000-03-01
6062,AER,15,2000-03-01
6063,AER,166,2000-03-01
6064,AER,194,2000-03-01
6065,AER,212,2000-03-01
6066,AER,30,2000-03-01
6067,AER,46,2000-03-01
6068,AER,73,2000-03-01
6069,AER,96,2000-03-01
6070,AER,341,2000-06-01
6071,AER,356,2000-06-01
6072,AER,367,2000-06-01
6073,AER,391,2000-06-01
6074,AER,407,2000-06-01
6075,AER,429,2000-06-01
6076,AER,458,2000-06-01
6077,AER,482,2000-06-01
6078,AER,499,2000-06-01
6079,AER,526,2000-06-01
6080,AER,550,2000-06-01
6081,AER,715,2000-09-01
6082,AER,742,2000-09-01
6083,AER,765,2000-09-01
6084,AER,787,2000-09-01
6085,AER,806,2000-09-01
6086,AER,829,2000-09-01
6087,AER,847,2000-09-01
6088,AER,869,2000-09-01
6089,AER,888,2000-09-01
6090,AER,909,2000-09-01
6091,AER,927,2000-09-01
6092,AER,944,2000-09-01
6093,AER,1093,2000-12-01
6094,AER,1110,2000-12-01
6095,AER,1125,2000-12-01
6096,AER,1136,2000-12-01
6097,AER,1160,2000-12-01
6098,AER,1184,2000-12-01
6099,AER,1209,2000-12-01
6100,AER,1239,2000-12-01
6101,AER,1255,2000-12-01
6102,AER,1276,2000-12-01
6103,AER,1297,2000-12-01
6104,AER,1323,2000-12-01
6105,AER,1346,2000-12-01
6106,AER,128,2001-03-01
6107,AER,149,2001-03-01
6108,AER,167,2001-03-01
6109,AER,187,2001-03-01
6110,AER,208,2001-03-01
6111,AER,225,2001-03-01
6112,AER,240,2001-03-01
6113,AER,260,2001-03-01
6114,AER,33,2001-03-01
6115,AER,54,2001-03-01
6116,AER,79,2001-03-01
6117,AER,99,2001-03-01
6118,AER,379,2001-06-01
6119,AER,399,2001-06-01
6120,AER,428,2001-06-01
6121,AER,454,2001-06-01
6122,AER,475,2001-06-01
6123,AER,485,2001-06-01
6124,AER,509,2001-06-01
6125,AER,525,2001-06-01
6126,AER,542,2001-06-01
6127,AER,559,2001-06-01
6128,AER,574,2001-06-01
6129,AER,596,2001-06-01
6130,AER,611,2001-06-01
6131,AER,1006,2001-09-01
6132,AER,1031,2001-09-01
6133,AER,755,2001-09-01
6134,AER,778,2001-09-01
6135,AER,795,2001-09-01
6136,AER,814,2001-09-01
6137,AER,832,2001-09-01
6138,AER,858,2001-09-01
6139,AER,877,2001-09-01
6140,AER,909,2001-09-01
6141,AER,924,2001-09-01
6142,AER,938,2001-09-01
6143,AER,964,2001-09-01
6144,AER,986,2001-09-01
6145,AER,1185,2001-12-01
6146,AER,1203,2001-12-01
6147,AER,1221,2001-12-01
6148,AER,1239,2001-12-01
6149,AER,1263,2001-12-01
6150,AER,1286,2001-12-01
6151,AER,1311,2001-12-01
6152,AER,1329,2001-12-01
6153,AER,1350,2001-12-01
6154,AER,1369,2001-12-01
6155,AER,1402,2001-12-01
6156,AER,1423,2001-12-01
6157,AER,1454,2001-12-01
6158,AER,1478,2001-12-01
6159,AER,461,2006-06-01
6160,AER,499,2006-06-01
6161,AER,523,2006-06-01
6162,AER,552,2006-06-01
6163,AER,577,2006-06-01
6164,AER,602,2006-06-01
6165,AER,630,2006-06-01
6166,AER,652,2006-06-01
6167,AER,669,2006-06-01
6168,AER,694,2006-06-01
6169,AER,720,2006-06-01
6170,AER,737,2006-06-01
6171,AER,756,2006-06-01
6172,AER,785,2006-06-01
6173,AER,796,2006-06-01
6174,AER,811,2006-06-01
6175,AER,832,2006-06-01
6176,AER,847,2006-06-01
6177,AER,863,2006-06-01
6178,AER,877,2006-06-01
6179,AER,896,2006-06-01
6180,AER,1013,2006-09-01
6181,AER,1029,2006-09-01
6182,AER,1043,2006-09-01
6183,AER,1069,2006-09-01
6184,AER,1091,2006-09-01
6185,AER,1114,2006-09-01
6186,AER,1137,2006-09-01
6187,AER,1159,2006-09-01
6188,AER,1193,2006-09-01
6189,AER,1225,2006-09-01
6190,AER,1253,2006-09-01
6191,AER,1271,2006-09-01
6192,AER,1283,2006-09-01
6193,AER,1293,2006-09-01
6194,AER,1308,2006-09-01
6195,AER,1321,2006-09-01
6196,AER,1333,2006-09-01
6197,AER,938,2006-09-01
6198,AER,959,2006-09-01
6199,AER,988,2006-09-01
6200,AER,1384,2006-12-01
6201,AER,1418,2006-12-01
6202,AER,1449,2006-12-01
6203,AER,1477,2006-12-01
6204,AER,1515,2006-12-01
6205,AER,1559,2006-12-01
6206,AER,1589,2006-12-01
6207,AER,1611,2006-12-01
6208,AER,1631,2006-12-01
6209,AER,1652,2006-12-01
6210,AER,1679,2006-12-01
6211,AER,1706,2006-12-01
6212,AER,1720,2006-12-01
6213,AER,1737,2006-12-01
6214,AER,1769,2006-12-01
6215,AER,1788,2006-12-01
6216,AER,1802,2006-12-01
6217,AER,1821,2006-12-01
6218,AER,1835,2006-12-01
6219,AER,1850,2006-12-01
6220,AER,1859,2006-12-01
6221,AER,1876,2006-12-01
6222,AER,1890,2006-12-01
6223,AER,118,2007-03-01
6224,AER,150,2007-03-01
6225,AER,169,2007-03-01
6226,AER,180,2007-03-01
6227,AER,197,2007-03-01
6228,AER,222,2007-03-01
6229,AER,242,2007-03-01
6230,AER,260,2007-03-01
6231,AER,277,2007-03-01
6232,AER,298,2007-03-01
6233,AER,318,2007-03-01
6234,AER,354,2007-03-01
6235,AER,37,2007-03-01
6236,AER,386,2007-03-01
6237,AER,402,2007-03-01
6238,AER,419,2007-03-01
6239,AER,429,2007-03-01
6240,AER,444,2007-03-01
6241,AER,461,2007-03-01
6242,AER,474,2007-03-01
6243,AER,491,2007-03-01
6244,AER,503,2007-03-01
6245,AER,64,2007-03-01
6246,AER,89,2007-03-01
6247,AER,113,2008-03-01
6248,AER,145,2008-03-01
6249,AER,180,2008-03-01
6250,AER,201,2008-03-01
6251,AER,237,2008-03-01
6252,AER,267,2008-03-01
6253,AER,294,2008-03-01
6254,AER,311,2008-03-01
6255,AER,333,2008-03-01
6256,AER,358,2008-03-01
6257,AER,38,2008-03-01
6258,AER,394,2008-03-01
6259,AER,426,2008-03-01
6260,AER,439,2008-03-01
6261,AER,458,2008-03-01
6262,AER,474,2008-03-01
6263,AER,496,2008-03-01
6264,AER,519,2008-03-01
6265,AER,534,2008-03-01
6266,AER,561,2008-03-01
6267,AER,72,2008-03-01
6268,AER,87,2008-03-01
6269,AER,1009,2008-06-01
6270,AER,1040,2008-06-01
6271,AER,1069,2008-06-01
6272,AER,1083,2008-06-01
6273,AER,1103,2008-06-01
6274,AER,1128,2008-06-01
6275,AER,1145,2008-06-01
6276,AER,1163,2008-06-01
6277,AER,1178,2008-06-01
6278,AER,1189,2008-06-01
6279,AER,604,2008-06-01
6280,AER,642,2008-06-01
6281,AER,669,2008-06-01
6282,AER,690,2008-06-01
6283,AER,713,2008-06-01
6284,AER,737,2008-06-01
6285,AER,769,2008-06-01
6286,AER,808,2008-06-01
6287,AER,843,2008-06-01
6288,AER,864,2008-06-01
6289,AER,897,2008-06-01
6290,AER,924,2008-06-01
6291,AER,938,2008-06-01
6292,AER,967,2008-06-01
6293,AER,990,2008-06-01
6294,AER,1211,2008-09-01
6295,AER,1245,2008-09-01
6296,AER,1269,2008-09-01
6297,AER,1292,2008-09-01
6298,AER,1312,2008-09-01
6299,AER,1347,2008-09-01
6300,AER,1370,2008-09-01
6301,AER,1397,2008-09-01
6302,AER,1413,2008-09-01
6303,AER,1443,2008-09-01
6304,AER,1459,2008-09-01
6305,AER,1476,2008-09-01
6306,AER,1517,2008-09-01
6307,AER,1553,2008-09-01
6308,AER,1578,2008-09-01
6309,AER,1591,2008-09-01
6310,AER,1605,2008-09-01
6311,AER,1619,2008-09-01
6312,AER,1629,2008-09-01
6313,AER,1636,2008-09-01
6314,AER,1653,2008-09-01
6315,AER,1675,2008-09-01
6316,AER,1692,2008-09-01
6317,AER,1707,2008-09-01
6318,AER,1737,2008-12-01
6319,AER,1766,2008-12-01
6320,AER,1798,2008-12-01
6321,AER,1829,2008-12-01
6322,AER,1864,2008-12-01
6323,AER,1887,2008-12-01
6324,AER,1922,2008-12-01
6325,AER,1943,2008-12-01
6326,AER,1978,2008-12-01
6327,AER,1998,2008-12-01
6328,AER,2032,2008-12-01
6329,AER,2066,2008-12-01
6330,AER,2101,2008-12-01
6331,AER,2127,2008-12-01
6332,AER,2150,2008-12-01
6333,AER,2163,2008-12-01
6334,AER,2185,2008-12-01
6335,AER,2203,2008-12-01
6336,AER,2221,2008-12-01
6337,AER,2242,2008-12-01
6338,AER,2259,2008-12-01
6339,AER,112,2009-03-01
6340,AER,146,2009-03-01
6341,AER,179,2009-03-01
6342,AER,216,2009-03-01
6343,AER,243,2009-03-01
6344,AER,25,2009-03-01
6345,AER,265,2009-03-01
6346,AER,295,2009-03-01
6347,AER,324,2009-03-01
6348,AER,350,2009-03-01
6349,AER,385,2009-03-01
6350,AER,393,2009-03-01
6351,AER,431,2009-03-01
6352,AER,458,2009-03-01
6353,AER,472,2009-03-01
6354,AER,486,2009-03-01
6355,AER,49,2009-03-01
6356,AER,509,2009-03-01
6357,AER,528,2009-03-01
6358,AER,544,2009-03-01
6359,AER,85,2009-03-01
6360,AER,1006,2009-06-01
6361,AER,1027,2009-06-01
6362,AER,1040,2009-06-01
6363,AER,1053,2009-06-01
6364,AER,1070,2009-06-01
6365,AER,561,2009-06-01
6366,AER,572,2009-06-01
6367,AER,608,2009-06-01
6368,AER,628,2009-06-01
6369,AER,667,2009-06-01
6370,AER,700,2009-06-01
6371,AER,725,2009-06-01
6372,AER,750,2009-06-01
6373,AER,769,2009-06-01
6374,AER,804,2009-06-01
6375,AER,827,2009-06-01
6376,AER,864,2009-06-01
6377,AER,883,2009-06-01
6378,AER,909,2009-06-01
6379,AER,937,2009-06-01
6380,AER,956,2009-06-01
6381,AER,979,2009-06-01
6382,AER,1097,2009-09-01
6383,AER,1119,2009-09-01
6384,AER,1145,2009-09-01
6385,AER,1178,2009-09-01
6386,AER,1206,2009-09-01
6387,AER,1218,2009-09-01
6388,AER,1245,2009-09-01
6389,AER,1278,2009-09-01
6390,AER,1309,2009-09-01
6391,AER,1335,2009-09-01
6392,AER,1356,2009-09-01
6393,AER,1384,2009-09-01
6394,AER,1415,2009-09-01
6395,AER,1451,2009-09-01
6396,AER,1484,2009-09-01
6397,AER,1508,2009-09-01
6398,AER,1544,2009-09-01
6399,AER,1576,2009-09-01
6400,AER,1588,2009-09-01
6401,AER,1608,2009-09-01
6402,AER,1619,2009-09-01
6403,AER,1636,2009-09-01
6404,AER,1653,2009-09-01
6405,AER,1664,2009-09-01
6406,AER,1672,2009-09-01
6407,AER,1676,2009-09-01
6408,AER,1689,2009-12-01
6409,AER,1714,2009-12-01
6410,AER,1740,2009-12-01
6411,AER,1770,2009-12-01
6412,AER,1808,2009-12-01
6413,AER,1831,2009-12-01
6414,AER,1850,2009-12-01
6415,AER,1878,2009-12-01
6416,AER,1899,2009-12-01
6417,AER,1925,2009-12-01
6418,AER,1954,2009-12-01
6419,AER,1979,2009-12-01
6420,AER,2012,2009-12-01
6421,AER,2022,2009-12-01
6422,AER,2050,2009-12-01
6423,AER,2085,2009-12-01
6424,AER,2096,2009-12-01
6425,AER,2120,2009-12-01
6426,AER,2129,2009-12-01
6427,AER,2135,2009-12-01
6428,AER,2149,2009-12-01
6429,AER,2177,2009-12-01
6430,AER,2193,2009-12-01
6431,AER,2209,2009-12-01
6432,AER,2227,2009-12-01
6433,AER,2247,2009-12-01
6434,AER,2258,2009-12-01
6435,AER,2267,2009-12-01
6436,JPE,1,1977-02-01
6437,JPE,27,1977-02-01
6438,JPE,59,1977-02-01
6439,JPE,79,1977-02-01
6440,JPE,97,1977-02-01
6441,JPE,123,1977-02-01
6442,JPE,147,1977-02-01
6443,JPE,163,1977-02-01
6444,JPE,191,1977-02-01
6445,JPE,207,1977-02-01
6446,JPE,749,1978-10-01
6447,JPE,775,1978-10-01
6448,JPE,793,1978-10-01
6449,JPE,815,1978-10-01
6450,JPE,841,1978-10-01
6451,JPE,863,1978-10-01
6452,JPE,877,1978-10-01
6453,JPE,897,1978-10-01
6454,JPE,923,1978-10-01
6455,JPE,943,1978-10-01
6456,JPE,953,1978-10-01
6457,JPE,661,1977-08-01
6458,JPE,691,1977-08-01
6459,JPE,717,1977-08-01
6460,JPE,741,1977-08-01
6461,JPE,789,1977-08-01
6462,JPE,803,1977-08-01
6463,JPE,817,1977-08-01
6464,JPE,829,1977-08-01
6465,JPE,843,1977-08-01
6466,JPE,851,1977-08-01
6467,JPE,859,1977-08-01
6468,JPE,865,1977-08-01
6469,JPE,1,1978-02-01
6470,JPE,19,1978-02-01
6471,JPE,45,1978-02-01
6472,JPE,63,1978-02-01
6473,JPE,79,1978-02-01
6474,JPE,97,1978-02-01
6475,JPE,117,1978-02-01
6476,JPE,131,1978-02-01
6477,JPE,139,1978-02-01
6478,JPE,3,1978-04-01
6479,JPE,29,1978-04-01
6480,JPE,53,1978-04-01
6481,JPE,71,1978-04-01
6482,JPE,87,1978-04-01
6483,JPE,121,1978-04-01
6484,JPE,137,1978-04-01
6485,JPE,427,1976-06-01
6486,JPE,449,1976-06-01
6487,JPE,473,1976-06-01
6488,JPE,499,1976-06-01
6489,JPE,523,1976-06-01
6490,JPE,543,1976-06-01
6491,JPE,553,1976-06-01
6492,JPE,7,1979-10-01
6493,JPE,37,1979-10-01
6494,JPE,65,1979-10-01
6495,JPE,99,1979-10-01
6496,JPE,117,1979-10-01
6497,JPE,133,1979-10-01
6498,JPE,163,1979-10-01
6499,JPE,193,1979-10-01
6500,JPE,213,1979-10-01
6501,JPE,227,1979-10-01
6502,JPE,193,1978-04-01
6503,JPE,211,1978-04-01
6504,JPE,229,1978-04-01
6505,JPE,245,1978-04-01
6506,JPE,259,1978-04-01
6507,JPE,281,1978-04-01
6508,JPE,293,1978-04-01
6509,JPE,303,1978-04-01
6510,JPE,883,1975-10-01
6511,JPE,923,1975-10-01
6512,JPE,935,1975-10-01
6513,JPE,951,1975-10-01
6514,JPE,969,1975-10-01
6515,JPE,987,1975-10-01
6516,JPE,1009,1975-10-01
6517,JPE,1023,1975-10-01
6518,JPE,1,1976-02-01
6519,JPE,17,1976-02-01
6520,JPE,47,1976-02-01
6521,JPE,73,1976-02-01
6522,JPE,83,1976-02-01
6523,JPE,101,1976-02-01
6524,JPE,109,1976-02-01
6525,JPE,451,1977-06-01
6526,JPE,473,1977-06-01
6527,JPE,493,1977-06-01
6528,JPE,513,1977-06-01
6529,JPE,549,1977-06-01
6530,JPE,569,1977-06-01
6531,JPE,599,1977-06-01
6532,JPE,617,1977-06-01
6533,JPE,627,1977-06-01
6534,JPE,635,1977-06-01
6535,JPE,223,1982-04-01
6536,JPE,247,1982-04-01
6537,JPE,280,1982-04-01
6538,JPE,295,1982-04-01
6539,JPE,314,1982-04-01
6540,JPE,333,1982-04-01
6541,JPE,356,1982-04-01
6542,JPE,891,1977-10-01
6543,JPE,909,1977-10-01
6544,JPE,937,1977-10-01
6545,JPE,969,1977-10-01
6546,JPE,1001,1977-10-01
6547,JPE,1021,1977-10-01
6548,JPE,1037,1977-10-01
6549,JPE,1049,1977-10-01
6550,JPE,1063,1977-10-01
6551,JPE,453,1988-06-01
6552,JPE,473,1988-06-01
6553,JPE,509,1988-06-01
6554,JPE,528,1988-06-01
6555,JPE,551,1988-06-01
6556,JPE,568,1988-06-01
6557,JPE,593,1988-06-01
6558,JPE,618,1988-06-01
6559,JPE,652,1988-06-01
6560,JPE,677,1975-08-01
6561,JPE,727,1975-08-01
6562,JPE,757,1975-08-01
6563,JPE,779,1975-08-01
6564,JPE,791,1975-08-01
6565,JPE,807,1975-08-01
6566,JPE,903,1976-10-01
6567,JPE,917,1976-10-01
6568,JPE,937,1976-10-01
6569,JPE,959,1976-10-01
6570,JPE,979,1976-10-01
6571,JPE,1013,1976-10-01
6572,JPE,1033,1976-10-01
6573,JPE,1061,1976-10-01
6574,JPE,1079,1976-10-01
6575,JPE,503,1989-06-01
6576,JPE,535,1989-06-01
6577,JPE,561,1989-06-01
6578,JPE,581,1989-06-01
6579,JPE,606,1989-06-01
6580,JPE,620,1989-06-01
6581,JPE,639,1989-06-01
6582,JPE,668,1989-06-01
6583,JPE,692,1989-06-01
6584,JPE,706,1989-06-01
6585,JPE,721,1989-06-01
6586,JPE,675,1988-08-01
6587,JPE,701,1988-08-01
6588,JPE,718,1988-08-01
6589,JPE,741,1988-08-01
6590,JPE,766,1988-08-01
6591,JPE,785,1988-08-01
6592,JPE,821,1988-08-01
6593,JPE,832,1988-08-01
6594,JPE,855,1988-08-01
6595,JPE,867,1988-08-01
6596,JPE,1,1984-02-01
6597,JPE,20,1984-02-01
6598,JPE,40,1984-02-01
6599,JPE,59,1984-02-01
6600,JPE,90,1984-02-01
6601,JPE,108,1984-02-01
6602,JPE,123,1984-02-01
6603,JPE,136,1984-02-01
6604,JPE,1049,1973-09-01
6605,JPE,1092,1973-09-01
6606,JPE,1110,1973-09-01
6607,JPE,1136,1973-09-01
6608,JPE,1153,1973-09-01
6609,JPE,1170,1973-09-01
6610,JPE,1189,1973-09-01
6611,JPE,3,1988-02-01
6612,JPE,20,1988-02-01
6613,JPE,42,1988-02-01
6614,JPE,61,1988-02-01
6615,JPE,81,1988-02-01
6616,JPE,100,1988-02-01
6617,JPE,116,1988-02-01
6618,JPE,132,1988-02-01
6619,JPE,164,1988-02-01
6620,JPE,177,1988-02-01
6621,JPE,189,1988-02-01
6622,JPE,1283,1973-11-01
6623,JPE,1309,1973-11-01
6624,JPE,1330,1973-11-01
6625,JPE,1353,1973-11-01
6626,JPE,1370,1973-11-01
6627,JPE,1387,1973-11-01
6628,JPE,1407,1973-11-01
6629,JPE,1430,1973-11-01
6630,JPE,239,1977-04-01
6631,JPE,265,1977-04-01
6632,JPE,283,1977-04-01
6633,JPE,299,1977-04-01
6634,JPE,323,1977-04-01
6635,JPE,349,1977-04-01
6636,JPE,361,1977-04-01
6637,JPE,379,1977-04-01
6638,JPE,395,1977-04-01
6639,JPE,403,1977-04-01
6640,JPE,841,1981-10-01
6641,JPE,865,1981-10-01
6642,JPE,891,1981-10-01
6643,JPE,914,1981-10-01
6644,JPE,928,1981-10-01
6645,JPE,959,1981-10-01
6646,JPE,974,1981-10-01
6647,JPE,1010,1981-10-01
6648,JPE,1020,1981-10-01
6649,JPE,1093,1975-12-01
6650,JPE,1113,1975-12-01
6651,JPE,1145,1975-12-01
6652,JPE,1183,1975-12-01
6653,JPE,1203,1975-12-01
6654,JPE,1217,1975-12-01
6655,JPE,241,1975-04-01
6656,JPE,255,1975-04-01
6657,JPE,279,1975-04-01
6658,JPE,303,1975-04-01
6659,JPE,325,1975-04-01
6660,JPE,339,1975-04-01
6661,JPE,355,1975-04-01
6662,JPE,377,1975-04-01
