ArticleID,AuthorID,Journal,FirstPage,PubDate,Female
508,4322,ECA,63,1988-01-01,0
691,4322,ECA,109,1985-01-01,0
2854,4322,JPE,731,1999-08-01,0
2918,4322,JPE,56,2000-02-01,0
3008,4322,JPE,37,2002-02-01,0
3081,4322,JPE,785,2003-08-01,0
3185,4322,JPE,1277,2005-12-01,0
3268,4322,JPE,113,2008-02-01,0
3706,4322,ECA,1435,1999-11-01,0
6408,4322,AER,1689,2009-12-01,0
7767,4322,JPE,437,1992-06-01,0
7806,4322,JPE,1067,1994-12-01,0
8287,4322,ECA,763,2009-05-01,0
9644,4322,JPE,659,2012-08-01,0
9790,4322,RES,417,2007-04-01,0
9890,4322,RES,503,2009-04-01,0
10029,4322,RES,162,2012-01-01,0
10117,4322,RES,1267,2013-10-01,0
10945,4322,RES,837,1993-10-01,0
3953,4323,ECA,1377,2004-09-01,0
6570,4324,JPE,979,1976-10-01,0
6499,4325,JPE,193,1979-10-01,0
8355,4326,ECA,1181,2011-07-01,0
8429,4326,ECA,1533,2012-07-01,0
2726,4327,AER,726,1996-09-01,0
6657,4329,JPE,279,1975-04-01,0
6657,4330,JPE,279,1975-04-01,0
2193,4332,AER,246,1998-03-01,0
3926,4332,ECA,541,2004-03-01,0
3368,4333,JPE,721,2011-08-01,0
10130,4333,RES,83,2015-01-01,0
5253,4334,AER,2530,2011-10-01,0
9515,4334,AER,3352,2015-11-01,0
5682,4335,AER,1463,2013-06-01,0
8144,4336,QJE,41,1996-02-01,0
7417,4337,QJE,63,1983-02-01,0
5144,4338,P&P,398,2011-05-01,0
9248,4338,AER,1217,2015-03-01,0
3443,4339,JPE,282,2014-04-01,0
7494,4340,QJE,441,1983-08-01,1
2212,4341,AER,96,1989-03-01,0
7313,4341,QJE,51,1986-02-01,0
5869,4342,P&P,255,2014-05-01,1
7724,4343,JPE,372,1994-04-01,0
5167,4344,P&P,509,2011-05-01,1
10235,4344,RES,231,2016-01-01,1
7970,4345,JPE,1215,1991-12-01,1
11050,4345,RES,139,1986-01-01,1
5306,4346,AER,1062,2012-04-01,0
7487,4347,QJE,523,1984-08-01,0
8039,4347,QJE,167,1990-02-01,0
9666,4347,QJE,839,1985-01-01,0
6781,4348,JPE,470,1982-06-01,0
6203,4351,AER,1477,2006-12-01,1
8314,4351,ECA,1263,2008-11-01,1
8452,4351,ECA,2805,2012-11-01,1
2906,4352,JPE,862,1997-08-01,0
2550,4353,AER,570,1993-06-01,0
3558,4354,QJE,493,2012-02-01,0
3612,4355,QJE,469,2013-05-01,1
5165,4355,P&P,499,2011-05-01,1
5668,4355,P&P,86,2013-05-01,1
10199,4355,RES,787,2014-04-01,1
8223,4356,ECA,1153,2014-05-01,1
9569,4356,AER,1824,2007-12-01,1
4336,4357,QJE,929,2004-08-01,1
4620,4357,QJE,1095,2009-08-01,1
4801,4357,AER,526,2004-06-01,1
5660,4357,P&P,636,2013-05-01,1
9359,4357,P&P,336,2015-05-01,1
6259,4358,AER,426,2008-03-01,0
5717,4359,AER,2437,2013-10-01,0
6211,4360,AER,1706,2006-12-01,0
3886,4361,ECA,1897,2003-11-01,0
8555,4361,ECA,2827,2012-11-01,0
4272,4362,QJE,695,2002-05-01,0
8175,4362,QJE,681,1995-08-01,0
4202,4363,QJE,421,2001-05-01,0
8391,4364,ECA,1003,2009-07-01,0
8357,4365,ECA,309,2010-01-01,0
3258,4366,JPE,707,2007-10-01,0
4603,4366,QJE,301,2009-02-01,0
5049,4367,AER,109,2011-02-01,0
6403,4367,AER,1636,2009-09-01,0
10281,4367,RES,45,2017-01-01,0
4894,4368,AER,1005,2005-09-01,0
3446,4369,JPE,661,2014-06-01,0
3528,4369,QJE,699,2011-05-01,0
3626,4369,QJE,1585,2013-11-01,0
5238,4369,AER,2108,2011-08-01,0
5541,4369,AER,80,2013-02-01,0
6313,4369,AER,1636,2008-09-01,0
6367,4369,AER,608,2009-06-01,0
6418,4369,AER,1954,2009-12-01,0
8207,4369,ECA,137,2014-01-01,0
4537,4371,QJE,461,2006-05-01,0
4256,4372,QJE,121,2002-02-01,0
777,4373,ECA,1439,1983-09-01,0
966,4373,ECA,85,1981-01-01,0
4159,4373,QJE,341,2000-05-01,0
8744,4373,JPE,1,1974-01-01,0
11041,4373,RES,1,1986-01-01,0
11042,4373,RES,27,1986-01-01,0
11382,4373,RES,567,1982-10-01,0
11682,4373,RES,185,1979-04-01,0
1253,4374,ECA,1205,1977-07-01,0
6965,4374,JPE,1009,1980-10-01,0
5447,4375,AER,1721,2012-06-01,0
9290,4375,QJE,507,2015-05-01,0
5227,4376,AER,1739,2011-08-01,1
5672,4376,AER,1138,2013-06-01,1
6005,4376,AER,609,2015-02-01,1
8567,4376,ECA,197,2014-01-01,1
9499,4376,AER,2757,2015-09-01,1
9686,4376,QJE,1,2010-01-01,1
5847,4377,P&P,132,2014-05-01,1
5812,4378,AER,1040,2014-03-01,1
8128,4379,QJE,1267,1991-11-01,1
3278,4380,JPE,381,2008-06-01,1
4411,4381,QJE,913,1997-08-01,1
7614,4381,QJE,1015,1993-11-01,1
9325,4381,P&P,161,2015-05-01,1
6487,4382,JPE,473,1976-06-01,1
5638,4383,P&P,518,2013-05-01,0
5949,4383,AER,1833,2014-06-01,0
3180,4384,JPE,703,2005-08-01,0
3190,4384,JPE,1239,2005-12-01,0
3535,4384,QJE,1173,2011-08-01,0
4118,4384,ECA,1331,2007-09-01,0
5453,4384,AER,1898,2012-08-01,0
5831,4384,AER,1288,2014-04-01,0
8280,4384,ECA,1529,2010-09-01,0
9387,4384,P&P,481,2015-05-01,0
10212,4384,RES,1201,2014-07-01,0
3254,4385,JPE,588,2007-08-01,0
3294,4385,JPE,1150,2008-12-01,0
3574,4385,QJE,1017,2012-05-01,0
4598,4385,QJE,105,2009-02-01,0
10254,4385,RES,889,2016-07-01,0
2202,4386,AER,388,1987-06-01,0
2434,4386,AER,93,1990-03-01,0
2927,4386,JPE,324,2000-04-01,0
3041,4386,JPE,1103,2002-10-01,0
3263,4386,JPE,901,2007-12-01,0
3514,4386,QJE,259,2011-02-01,0
3681,4386,ECA,349,1999-02-01,0
4194,4386,QJE,1057,1997-11-01,0
7412,4386,QJE,555,1988-08-01,0
7533,4386,QJE,809,1994-11-01,0
7884,4386,JPE,1,1996-02-01,0
7998,4386,JPE,803,1990-08-01,0
9754,4386,RES,577,2006-07-01,0
9902,4386,RES,879,2009-07-01,0
9914,4386,RES,1205,2009-10-01,0
9952,4386,RES,937,2010-07-01,0
10092,4386,RES,512,2013-04-01,0
10662,4386,RES,151,1997-04-01,0
10848,4386,RES,621,1991-06-01,0
10883,4386,RES,473,1992-07-01,0
10909,4386,RES,121,1993-01-01,0
3621,4387,QJE,1397,2013-08-01,0
4754,4387,AER,530,2003-06-01,0
9280,4387,ECA,465,2015-03-01,0
9427,4387,AER,1780,2015-06-01,0
9927,4387,RES,90,2010-01-01,0
10514,4387,RES,59,2003-01-01,0
8228,4389,ECA,1509,2014-07-01,0
2504,4390,AER,864,1992-09-01,0
2610,4390,AER,84,1994-03-01,0
3011,4390,JPE,73,2002-02-01,0
3089,4390,JPE,1262,2003-12-01,0
3176,4390,JPE,1026,2005-10-01,0
3732,4390,ECA,1151,2000-09-01,0
3806,4390,ECA,907,2002-05-01,0
3926,4390,ECA,541,2004-03-01,0
4011,4390,ECA,1431,2005-09-01,0
4102,4390,ECA,781,2007-05-01,0
4648,4390,QJE,47,2010-02-01,0
6245,4390,AER,64,2007-03-01,0
7736,4390,JPE,745,1992-08-01,0
7791,4390,JPE,617,1994-08-01,0
7956,4390,JPE,617,1990-06-01,0
7997,4390,JPE,783,1990-08-01,0
9901,4390,RES,851,2009-07-01,0
10493,4390,RES,533,2002-07-01,0
10911,4390,RES,175,1993-01-01,0
11190,4390,RES,289,1989-04-01,0
3613,4393,QJE,967,2013-08-01,0
3641,4393,QJE,275,2014-02-01,0
3666,4393,QJE,1553,2014-11-01,0
5172,4393,P&P,532,2011-05-01,0
5557,4393,AER,897,2013-04-01,0
5586,4393,P&P,238,2013-05-01,0
5849,4393,P&P,141,2014-05-01,0
3605,4394,QJE,725,2013-05-01,0
4110,4394,ECA,1073,2007-07-01,0
5106,4394,P&P,217,2011-05-01,0
10508,4394,RES,925,2002-10-01,0
10933,4394,RES,599,1993-07-01,0
4887,4395,AER,1237,2005-09-01,0
3843,4396,ECA,319,2003-01-01,0
81,4397,ECA,1395,1996-11-01,0
192,4397,ECA,257,1994-03-01,0
387,4397,ECA,597,1990-05-01,0
2335,4397,AER,921,1986-12-01,0
5506,4397,AER,3462,2012-12-01,0
10228,4397,RES,1,2016-01-01,0
10760,4397,RES,825,1999-10-01,0
10889,4397,RES,595,1992-07-01,0
4940,4398,AER,422,2006-03-01,0
10124,4398,RES,1516,2013-10-01,0
3848,4399,ECA,675,2003-03-01,0
8341,4399,ECA,721,2009-05-01,0
8515,4399,ECA,2649,2012-11-01,0
8572,4399,ECA,1741,2012-07-01,0
4230,4400,QJE,229,2001-02-01,0
4306,4400,QJE,107,2003-02-01,0
4433,4401,QJE,965,1998-08-01,0
3648,4402,QJE,995,2014-05-01,0
1876,4403,ECA,781,1965-10-01,0
2054,4403,ECA,368,1960-04-01,0
6947,4403,JPE,274,1988-04-01,0
7389,4403,QJE,203,1980-09-01,0
6849,4404,JPE,1049,1984-12-01,0
8712,4404,JPE,175,1985-02-01,0
7583,4405,QJE,625,1994-08-01,0
219,4406,ECA,745,1993-07-01,0
3351,4406,JPE,988,2010-10-01,0
4756,4406,AER,573,2003-06-01,0
5892,4406,P&P,381,2014-05-01,0
6193,4406,AER,1293,2006-09-01,0
6342,4406,AER,216,2009-03-01,0
8002,4406,JPE,665,1991-08-01,0
8177,4406,QJE,743,1995-08-01,0
8487,4406,ECA,1063,2012-05-01,0
9927,4406,RES,90,2010-01-01,0
10336,4406,RES,119,2018-01-01,0
10615,4406,RES,401,1995-07-01,0
4452,4407,QJE,293,1999-02-01,0
279,4408,ECA,651,1992-05-01,0
410,4408,ECA,1243,1989-11-01,0
548,4408,ECA,615,1987-05-01,0
2348,4408,AER,637,1989-09-01,0
2498,4408,AER,740,1992-09-01,0
2709,4408,AER,180,1996-03-01,0
2846,4408,JPE,427,1999-06-01,0
3380,4408,JPE,160,2012-02-01,0
6019,4408,AER,175,1999-03-01,0
6398,4408,AER,1544,2009-09-01,0
7335,4408,QJE,375,1987-05-01,0
7813,4408,JPE,1,1994-02-01,0
8699,4408,JPE,488,1985-06-01,0
10620,4408,RES,515,1995-10-01,0
11197,4408,RES,405,1989-07-01,0
8001,4409,JPE,874,1990-08-01,0
6789,4410,JPE,204,1984-04-01,0
7054,4410,JPE,944,1982-10-01,0
7092,4410,JPE,983,1988-10-01,0
8628,4410,JPE,34,1987-02-01,0
6304,4411,AER,1459,2008-09-01,0
5089,4413,P&P,115,2011-05-01,0
2995,4414,JPE,1115,2001-10-01,0
6566,4416,JPE,903,1976-10-01,0
6721,4417,JPE,936,1973-07-01,0
7191,4417,QJE,271,1982-05-01,0
5036,4418,AER,2279,2010-12-01,0
6295,4418,AER,1245,2008-09-01,0
9994,4418,RES,613,2011-04-01,0
10289,4418,RES,323,2017-01-01,0
4208,4419,QJE,655,2001-05-01,0
3473,4420,QJE,669,2005-05-01,0
4512,4420,QJE,409,2007-02-01,0
5128,4421,P&P,318,2011-05-01,0
3017,4422,JPE,239,2002-04-01,0
3156,4422,JPE,83,2005-02-01,0
3168,4422,JPE,518,2005-06-01,0
4708,4422,AER,51,2002-03-01,0
7841,4422,JPE,1232,1992-12-01,0
2242,4425,AER,168,1987-03-01,0
5111,4425,P&P,238,2011-05-01,0
5377,4425,P&P,381,2012-05-01,0
5604,4425,P&P,338,2013-05-01,0
7285,4426,QJE,299,1980-03-01,0
3846,4427,ECA,579,2003-03-01,0
4615,4428,QJE,809,2009-05-01,0
600,4429,ECA,897,1986-07-01,0
2283,4429,AER,875,1987-12-01,0
5581,4429,P&P,208,2013-05-01,0
6980,4429,JPE,1002,1986-10-01,0
7911,4429,JPE,71,1990-10-01,0
8113,4429,QJE,531,1991-05-01,0
9312,4429,P&P,89,2015-05-01,0
3776,4430,ECA,1261,2001-09-01,0
2363,4432,AER,992,1989-12-01,0
7829,4432,JPE,198,1992-02-01,0
3367,4433,JPE,686,2011-08-01,0
5508,4433,AER,3516,2012-12-01,0
4419,4434,QJE,149,1998-02-01,0
4536,4434,QJE,399,2006-05-01,0
4687,4434,AER,683,2002-06-01,0
5043,4435,AER,2478,2010-12-01,0
382,4436,ECA,901,1990-07-01,0
7807,4436,JPE,1097,1994-12-01,0
6405,4437,AER,1664,2009-09-01,0
1580,4438,ECA,681,1972-07-01,0
2292,4438,AER,613,1988-09-01,0
2559,4439,AER,1211,1993-12-01,0
3583,4439,QJE,1469,2012-08-01,0
6365,4439,AER,561,2009-06-01,0
6645,4439,JPE,959,1981-10-01,0
6879,4439,JPE,253,1979-04-01,0
7275,4439,QJE,677,1985-08-01,0
7976,4439,JPE,483,1991-06-01,0
8056,4439,QJE,635,1989-11-01,0
8096,4439,QJE,669,1991-08-01,0
8117,4439,QJE,651,1991-05-01,0
8132,4439,QJE,857,1995-11-01,0
2378,4440,AER,465,1991-06-01,0
7587,4440,QJE,735,1994-08-01,0
203,4441,ECA,157,1994-01-01,0
304,4441,ECA,1713,1991-11-01,0
358,4441,ECA,1255,1990-11-01,0
555,4441,ECA,303,1987-03-01,0
850,4441,ECA,1089,1982-09-01,0
890,4441,ECA,443,1982-03-01,0
932,4441,ECA,921,1981-07-01,0
1106,4441,ECA,679,1979-05-01,0
2413,4441,AER,511,1990-06-01,0
2645,4441,AER,972,1994-09-01,0
2649,4441,AER,441,1994-06-01,0
2708,4441,AER,173,1996-03-01,0
2924,4441,JPE,245,2000-04-01,0
3798,4441,ECA,583,2002-03-01,0
4106,4441,ECA,935,2007-07-01,0
4883,4441,AER,913,2005-09-01,0
5548,4441,AER,585,2013-04-01,0
6314,4441,AER,1653,2008-09-01,0
6613,4441,JPE,42,1988-02-01,0
6989,4441,JPE,796,1986-08-01,0
7251,4441,QJE,453,1987-08-01,0
7695,4441,JPE,607,1994-06-01,0
7795,4441,JPE,745,1994-08-01,0
7828,4442,JPE,175,1992-02-01,0
4984,4443,AER,1269,2010-06-01,0
6035,4444,AER,564,1999-06-01,0
2446,4446,AER,1077,1990-12-01,0
6030,4446,AER,450,1999-06-01,0
8007,4446,JPE,807,1991-08-01,0
5524,4447,AER,178,2013-02-01,0
8360,4447,ECA,1031,2010-05-01,0
9297,4447,QJE,841,2015-05-01,0
2441,4449,AER,204,1990-03-01,0
4670,4451,QJE,923,2010-08-01,0
4635,4452,QJE,1675,2009-11-01,0
4777,4452,AER,1648,2003-12-01,0
5348,4452,P&P,238,2012-05-01,0
7728,4452,JPE,100,1993-02-01,0
6744,4453,JPE,146,1982-02-01,0
5936,4454,P&P,82,2014-05-01,0
5055,4455,AER,304,2011-02-01,1
2460,4456,AER,114,1991-03-01,1
7352,4457,QJE,669,1982-11-01,1
5166,4458,P&P,504,2011-05-01,1
8246,4459,ECA,271,2014-01-01,0
8536,4459,ECA,813,2013-03-01,0
8514,4460,ECA,1643,2011-09-01,0
8229,4461,ECA,1873,2014-09-01,0
3428,4462,JPE,803,2013-10-01,0
3578,4462,QJE,1243,2012-08-01,0
5394,4462,P&P,47,2012-05-01,0
5658,4462,P&P,623,2013-05-01,0
10243,4462,RES,481,2016-04-01,0
5247,4463,AER,2309,2011-10-01,0
5260,4463,AER,2754,2011-10-01,0
8346,4463,ECA,377,2010-01-01,0
9275,4463,JPE,365,2015-04-01,0
4918,4464,AER,1591,2005-12-01,0
5033,4464,AER,2205,2010-12-01,0
5059,4464,AER,411,2011-02-01,0
9877,4464,RES,115,2009-01-01,0
10358,4464,RES,964,2018-04-01,0
3820,4465,ECA,1519,2002-07-01,0
4090,4465,ECA,1,2007-01-01,0
6109,4466,AER,187,2001-03-01,0
3269,4467,JPE,141,2008-02-01,0
5673,4467,AER,1172,2013-06-01,0
10540,4467,RES,699,2003-10-01,0
5851,4468,P&P,154,2014-05-01,0
5427,4469,P&P,82,2012-05-01,0
8518,4469,ECA,1147,2013-05-01,0
9282,4469,ECA,549,2015-03-01,0
3931,4470,ECA,647,2004-03-01,0
4075,4471,ECA,1603,2006-11-01,1
3888,4472,ECA,483,2003-03-01,0
8377,4472,ECA,1403,2009-09-01,0
2777,4473,AER,342,1997-06-01,0
2822,4473,JPE,867,1998-10-01,0
3728,4473,ECA,1029,2000-09-01,0
5265,4473,AER,2873,2011-12-01,0
6054,4473,AER,1156,1999-12-01,0
8205,4473,ECA,41,2014-01-01,0
8290,4473,ECA,2431,2012-11-01,0
8484,4473,ECA,2063,2010-11-01,0
9813,4473,RES,1089,2007-10-01,0
9853,4473,RES,789,2008-07-01,0
9970,4473,RES,1477,2010-10-01,0
10640,4473,RES,301,1996-04-01,0
2986,4474,JPE,570,2001-06-01,0
8573,4474,ECA,961,2014-05-01,0
4312,4475,QJE,329,2003-02-01,0
5326,4476,P&P,107,2012-05-01,0
6941,4476,JPE,1280,1986-12-01,0
854,4478,ECA,1183,1982-09-01,0
7460,4478,QJE,71,1984-02-01,0
11717,4478,RES,653,1979-10-01,0
247,4479,ECA,1233,1992-11-01,0
383,4479,ECA,929,1990-07-01,0
683,4479,ECA,409,1985-03-01,0
1906,4479,ECA,170,1965-01-01,0
1930,4479,ECA,82,1964-07-01,0
2185,4479,AER,83,1998-03-01,0
2824,4479,JPE,931,1998-10-01,0
4393,4479,QJE,341,1997-05-01,0
4782,4479,AER,1047,2003-09-01,0
4904,4479,AER,1573,2005-12-01,0
6579,4479,JPE,606,1989-06-01,0
6914,4479,JPE,798,1981-08-01,0
7051,4479,JPE,881,1982-10-01,0
8012,4479,QJE,285,1990-05-01,0
9216,4479,JPE,399,1965-08-01,0
10906,4479,RES,53,1993-01-01,0
10973,4479,RES,417,1994-07-01,0
11258,4479,RES,645,1980-07-01,0
11355,4479,RES,217,1982-04-01,0
11494,4479,RES,41,1976-02-01,0
3857,4480,ECA,933,2003-05-01,0
4012,4480,ECA,1477,2005-09-01,0
8415,4480,ECA,1823,2011-11-01,0
10254,4480,RES,889,2016-07-01,0
5870,4481,P&P,260,2014-05-01,0
5871,4482,P&P,266,2014-05-01,0
3465,4483,JPE,66,2015-02-01,0
4108,4483,ECA,993,2007-07-01,0
10477,4483,RES,117,2002-01-01,0
10553,4483,RES,63,2004-01-01,0
10699,4483,RES,307,1998-04-01,0
3,4484,ECA,1299,1998-11-01,0
93,4484,ECA,763,1996-07-01,0
112,4484,ECA,381,1996-03-01,0
130,4484,ECA,1023,1995-09-01,0
200,4484,ECA,73,1994-01-01,0
209,4484,ECA,1367,1993-11-01,0
320,4484,ECA,967,1991-07-01,0
339,4484,ECA,283,1991-03-01,0
409,4484,ECA,165,1990-01-01,0
461,4484,ECA,1333,1988-11-01,0
467,4484,ECA,1021,1988-09-01,0
469,4484,ECA,1065,1988-09-01,0
554,4484,ECA,277,1987-03-01,0
599,4484,ECA,881,1986-07-01,0
654,4484,ECA,745,1985-07-01,0
781,4484,ECA,1505,1983-09-01,0
860,4484,ECA,1307,1982-09-01,0
1011,4484,ECA,861,1980-05-01,0
1072,4484,ECA,1527,1979-11-01,0
1244,4484,ECA,1517,1977-09-01,0
1297,4484,ECA,463,1977-03-01,0
1352,4484,ECA,449,1976-05-01,0
1447,4484,ECA,803,1974-09-01,0
1563,4484,ECA,1021,1972-11-01,0
3696,4484,ECA,1057,1999-09-01,0
3735,4484,ECA,1249,2000-09-01,0
3746,4484,ECA,117,2001-01-01,0
3811,4484,ECA,1067,2002-05-01,0
3841,4484,ECA,241,2003-01-01,0
3847,4484,ECA,627,2003-03-01,0
3897,4484,ECA,175,2008-01-01,0
3924,4484,ECA,467,2004-03-01,0
4031,4484,ECA,147,2006-01-01,0
4129,4484,ECA,1771,2007-11-01,0
8251,4484,ECA,1177,2014-05-01,0
8414,4484,ECA,1901,2009-11-01,0
8554,4484,ECA,425,2012-01-01,0
10463,4484,RES,633,2001-07-01,0
10773,4484,RES,99,1990-01-01,0
10837,4484,RES,407,1991-05-01,0
11073,4484,RES,473,1986-08-01,0
11222,4484,RES,183,1980-01-01,0
548,4485,ECA,615,1987-05-01,0
2585,4485,AER,100,1992-03-01,0
5898,4485,P&P,418,2014-05-01,0
9613,4485,QJE,1547,2015-11-01,0
10217,4485,RES,1366,2014-10-01,0
10871,4485,RES,205,1992-01-01,0
11482,4485,RES,579,1984-10-01,0
7928,4486,JPE,977,1991-10-01,0
9720,4486,RES,853,2005-07-01,0
10801,4486,RES,531,1990-10-01,0
8100,4487,QJE,769,1991-08-01,0
3067,4490,JPE,589,2003-06-01,0
223,4493,ECA,871,1993-07-01,0
4731,4493,AER,15,2003-03-01,0
7803,4493,JPE,485,1993-06-01,0
7907,4494,JPE,1054,1990-10-01,0
7921,4495,JPE,134,1990-02-01,0
3598,4496,QJE,249,2013-02-01,0
4312,4496,QJE,329,2003-02-01,0
2322,4497,AER,46,1988-03-01,0
6468,4498,JPE,865,1977-08-01,0
7899,4498,QJE,129,1981-02-01,0
3966,4499,ECA,1773,2004-11-01,0
6599,4500,JPE,59,1984-02-01,0
10480,4500,RES,191,2002-01-01,0
1107,4501,ECA,689,1979-05-01,0
7421,4501,QJE,139,1983-02-01,0
6935,4502,JPE,1127,1986-12-01,0
97,4503,ECA,891,1996-07-01,0
3842,4503,ECA,285,2003-01-01,0
4962,4504,AER,504,2010-03-01,0
5089,4506,P&P,115,2011-05-01,0
7104,4507,JPE,370,1980-04-01,0
8813,4507,JPE,729,1973-05-01,0
2801,4508,JPE,233,1998-04-01,0
3136,4508,JPE,947,2004-10-01,0
3658,4508,QJE,1035,2014-08-01,0
4584,4508,QJE,863,2008-08-01,0
4629,4508,QJE,1403,2009-11-01,0
4876,4508,AER,704,2005-06-01,0
5483,4508,AER,2798,2012-10-01,0
6097,4508,AER,1160,2000-12-01,0
6131,4508,AER,1006,2001-09-01,0
7810,4508,JPE,1200,1994-12-01,0
9579,4508,AER,562,2007-06-01,0
1560,4509,ECA,135,1973-01-01,0
7266,4509,QJE,797,1987-11-01,0
3510,4510,QJE,417,2011-02-01,0
3532,4510,QJE,1271,2011-08-01,0
4332,4510,QJE,647,2004-05-01,0
4761,4510,AER,686,2003-06-01,0
4972,4510,AER,70,2010-03-01,0
5708,4510,AER,2169,2013-10-01,0
9777,4510,RES,31,2007-01-01,0
4022,4512,ECA,1849,2005-11-01,0
5739,4512,AER,3071,2013-12-01,0
8587,4512,ECA,1303,2012-05-01,0
8593,4512,ECA,1945,2014-09-01,0
10607,4512,RES,223,1995-04-01,0
5243,4513,AER,2226,2011-08-01,0
8618,4513,JPE,223,1987-04-01,0
2311,4514,AER,567,1987-09-01,0
3596,4514,QJE,287,2013-02-01,0
4851,4514,AER,218,2004-03-01,0
5243,4514,AER,2226,2011-08-01,0
6552,4514,JPE,473,1988-06-01,0
8025,4514,QJE,485,1989-08-01,0
3453,4515,JPE,863,2014-08-01,0
957,4516,ECA,425,1981-03-01,0
6675,4516,JPE,76,1980-02-01,0
8864,4516,JPE,575,1972-05-01,0
6780,4517,JPE,443,1982-06-01,0
114,4518,ECA,1,1996-01-01,0
2813,4518,JPE,602,1998-06-01,0
3212,4518,JPE,774,2006-08-01,0
3676,4518,ECA,65,1999-01-01,0
4317,4518,QJE,909,2003-08-01,0
4884,4518,AER,936,2005-09-01,0
5268,4518,AER,2955,2011-12-01,0
7822,4518,JPE,41,1992-02-01,0
9714,4518,RES,687,2005-07-01,0
10285,4518,RES,182,2017-01-01,0
10939,4518,RES,713,1993-07-01,0
802,4519,ECA,537,1983-05-01,0
2341,4519,AER,1012,1986-12-01,0
6576,4519,JPE,535,1989-06-01,0
6600,4519,JPE,90,1984-02-01,0
6673,4519,JPE,24,1980-02-01,0
6841,4519,JPE,148,1986-02-01,0
7112,4519,JPE,745,1980-08-01,0
10,4520,ECA,1163,1998-09-01,0
150,4520,ECA,667,1995-05-01,0
311,4520,ECA,1329,1991-09-01,0
336,4520,ECA,755,1991-05-01,0
483,4520,ECA,931,1988-07-01,0
488,4520,ECA,531,1988-05-01,0
537,4520,ECA,875,1987-07-01,0
894,4520,ECA,27,1982-01-01,0
1346,4520,ECA,751,1976-07-01,0
1347,4520,ECA,765,1976-07-01,0
3726,4520,ECA,931,2000-07-01,0
3821,4520,ECA,1545,2002-07-01,0
3882,4520,ECA,1727,2003-11-01,0
3995,4520,ECA,903,2005-05-01,0
10706,4520,RES,475,1998-07-01,0
10838,4520,RES,437,1991-05-01,0
11205,4520,RES,511,1989-10-01,0
4999,4521,AER,1330,2010-09-01,0
2608,4522,AER,47,1994-03-01,0
6362,4522,AER,1040,2009-06-01,0
7857,4522,JPE,704,1996-08-01,0
3716,4524,ECA,371,2000-03-01,0
5998,4524,AER,1,2015-01-01,0
6426,4524,AER,2129,2009-12-01,0
3959,4525,ECA,1583,2004-09-01,0
9879,4525,RES,181,2009-01-01,0
121,4527,ECA,1255,1995-11-01,0
248,4527,ECA,1255,1992-11-01,0
3769,4527,ECA,1039,2001-07-01,0
4396,4527,QJE,375,1997-05-01,0
5075,4527,AER,695,2011-04-01,0
9922,4527,RES,1461,2009-10-01,0
10673,4527,RES,399,1997-07-01,0
10928,4527,RES,487,1993-04-01,0
3592,4528,QJE,1707,2012-11-01,0
7709,4530,JPE,400,1995-04-01,0
3501,4531,QJE,1311,2006-11-01,0
5864,4531,P&P,230,2014-05-01,0
8284,4532,ECA,453,2011-03-01,0
8306,4532,ECA,1481,2008-11-01,0
9472,4532,ECA,2485,2015-11-01,0
2995,4534,JPE,1115,2001-10-01,0
8150,4535,QJE,227,1996-02-01,0
5705,4536,AER,2052,2013-10-01,0
2660,4538,AER,304,1995-06-01,0
5133,4539,P&P,345,2011-05-01,0
3260,4541,JPE,1049,2007-12-01,0
4833,4542,AER,1654,2004-12-01,0
8785,4542,JPE,56,1973-01-01,0
9103,4542,JPE,257,1968-03-01,0
2970,4543,JPE,103,2001-02-01,0
6153,4543,AER,1350,2001-12-01,0
284,4544,ECA,323,1992-03-01,0
2213,4544,AER,106,1989-03-01,0
2489,4544,AER,493,1992-06-01,0
2853,4544,JPE,715,1999-08-01,0
3474,4544,QJE,701,2005-05-01,0
4371,4544,QJE,173,2005-02-01,0
5406,4544,P&P,53,2012-05-01,0
6086,4544,AER,829,2000-09-01,0
6971,4544,JPE,449,1978-06-01,0
7015,4544,JPE,249,1981-04-01,0
7222,4544,QJE,147,1988-02-01,0
7354,4544,QJE,261,1988-05-01,0
7737,4544,JPE,776,1992-08-01,0
8738,4544,JPE,133,1974-01-01,0
9313,4544,P&P,94,2015-05-01,0
10456,4544,RES,467,2001-07-01,0
10976,4544,RES,477,1994-07-01,0
11715,4544,RES,613,1979-10-01,0
5095,4545,P&P,147,2011-05-01,0
6322,4546,AER,1864,2008-12-01,0
6083,4547,AER,765,2000-09-01,0
4631,4548,QJE,1497,2009-11-01,1
4679,4548,QJE,1727,2010-11-01,1
7,4549,ECA,1017,1998-09-01,1
2968,4549,JPE,203,2001-02-01,1
4259,4549,QJE,225,2002-02-01,1
4977,4549,AER,1104,2010-06-01,1
6200,4549,AER,1384,2006-12-01,1
9274,4549,JPE,325,2015-04-01,1
10683,4549,RES,605,1997-10-01,1
10697,4549,RES,261,1998-04-01,1
4886,4550,AER,1214,2005-09-01,1
5293,4550,AER,396,2012-02-01,1
5764,4550,AER,3222,2014-10-01,1
3056,4552,JPE,1,2003-02-01,0
3899,4552,ECA,2107,2002-11-01,0
6119,4552,AER,399,2001-06-01,0
6249,4552,AER,180,2008-03-01,0
8202,4552,ECA,2087,2013-09-01,0
