AuthorID,AuthorName
2556,Javier Gardeazabal
2557,Javier Hidalgo
2558,Javier Miranda
2559,Javier Ruiz-Castillo
2560,Javier Suarez
2561,Jawwad Noor
2562,Jay C. Shambaugh
2563,Jay H. Hong
2565,Jay Pil Choi
2566,Jay Stewart
2567,Jean Boivin
2568,Jean Imbs
2569,Jean Jacod
2570,Jean Lee
2571,Jean Petit
2572,Jean Tirole
2573,Jean-Charles Rochet
2574,Jean-François Richard
2575,Jean-François Houde
2576,Jean-François Laslier
2577,Jean-François Mertens
2579,Jean-Laurent Rosenthal
2580,Jean-Marc Bourgeon
2582,Jean-Marie Baland
2583,Jean-Marie Dufour
2584,Jean-Michel Chevet
2585,Jean-Michel Zakoïan
2586,Jean-Paul Carvalho
2587,Jean-Paul Chavas
2588,Jean-Paul L'Huillier
2589,Jean-Pierre Benoît
2590,Jean-Pierre Danthine
2592,Jean-Pierre H. Dubé
2593,Jean-Robert Tyran
2594,Jean-Yves Duclos
2595,Jean-Yves Pitarakis
2596,Jeanne Hagenbach
2597,Jeanne Lafortune
2599,Jean-Marc Robin
2600,Jee-Hyeong Park
2601,Jeff Borland
2602,Jeff E. Biddle
2603,Jeff Frank
2605,Jeffrey Grogger
2606,Jeff Larrimore
2607,Jeffrey A. Dubin
2608,Jeffrey A. Frankel
2609,Jeffrey A. Miron
2611,Jeffrey B. Lewis
2612,Jeffrey B. Liebman
2613,Jeffrey B. Miller
2614,Jeffrey B. Nugent
2616,Jeffrey C. Ely
2617,Jeffrey C. Fuhrer
2620,Jeffrey Carpenter
2621,Jeffrey Clemens
2622,Jeffrey DeSimone
2623,Jeffrey E. Prisbrey
2627,Jeffrey G. Williamson
2629,Jeffrey J. Hallman
2630,Jeffrey K. MacKie-Mason
2632,Jeffrey Kubik
2633,Jeffrey L. Coles
2634,Jeffrey L. Furman
2636,Jeffrey Lin
2637,Jeffrey M. Lacker
2638,Jeffrey M. Weinstein
2639,Jeffrey M. Wooldridge
2640,Jeffrey Milyo
2642,Jeffrey Pontiff
2643,Jeffrey Prince
2645,Jeffrey R. Brown
2646,Jeffrey R. Campbell
2647,Jeffrey R. Kling
2649,Jeffrey Roth
2650,Jeffrey S. Banks
2651,Jeffrey S. Rosenthal
2652,Jeffrey Sachs
2653,Jeffrey Smith
2654,Jeffrey Wurgler
2655,Jeffrey Zwiebel
2656,Jennifer Brown
2657,Jennifer F. Reinganum
2658,Jennifer Graves
2659,Jennifer Heerwig
2660,Jennifer Hunt
2661,Jennifer La'O
2662,Jennifer P. Poole
2664,Jennifer Roback
2665,Jens Iversen
2666,Jens Ludwig
2668,Jere R. Behrman
2670,Jeremiah E. Dittmar
2672,Jeremy C. Stein
2673,Jeremy Greenwood
2674,Jeremy I. Bulow
2675,Jeremy J. Siegel
2676,Jeremy Magruder
2677,Jeremy Rudd
2679,Jeremy T. Fox
2680,Jeremy Tobacman
2681,Jeremy West
2682,Jeroen M. Swinkels
2684,Jerome L. Stein
2686,Jerry G. Thursby
2689,Jerry R. Green
2691,Jesper Bagger
2693,Jesper Lindé
2694,Jess Benhabib
2695,Jesse Gregory
2696,Jesse M. Shapiro
2697,Jesse Perla
2698,Jesse Rothstein
2699,Jessica Cohen
2700,Jessica Goldberg
2701,Jessica Leino
2702,Jesus Saa-Requejo
2703,Jesús Fernández-Villaverde
2704,Jesús Gonzalo
2705,Jesús Saurina
2706,Jia Li
2707,Jia Yan
2708,Jiahua Che
2709,Jialan Wang
2710,Jialin Yu
2711,Jian Chen
2712,Jian Huang
2713,Jiandong Ju
2714,Jiang Wang
2715,Jianjun Miao
2716,Jiankang Zhang
2717,Jiawei Chen
2718,Jidong Zhou
2719,Jie He
2720,Jihong Lee
2721,Jill C. Weise
2722,Jin Li
2723,Jin Seo Cho
2724,Jing Cynthia Wu
2725,Jing Zhang
2726,Jinwoo Kim
2727,Jinyong Hahn
2728,Jiri Slacalek
2729,Jitendralal Borkakoti
2730,Jith Jayaratne
2731,Jo Anna Gray
2734,Joanne Yoong
2736,Jody L. Sindelar
2737,Jody Robert Overland
2738,Joe Peek
2739,Joel Huber
2740,Joel L. Horowitz
2741,Joel L. Schrag
2742,Joel M. Guttman
2743,Joel Shapiro
2744,Joel Slemrod
2745,Joel Sobel
2746,Joel Waldfogel
2747,Joel Watson
2748,Johan Sulaeman
2749,Johanna Wallenius
2750,Johanne Boisjoly
2751,Johannes Abeler
2752,Johannes F. Schmieder
2753,Johannes Hörner
2754,Johannes Ludsteck
2755,Johannes Pfeifer
2758,John A. Carlson
2759,John A. Graves
2760,John A. James
2761,John A. List
2762,John A. Maluccio
2763,John A. Rizzo
2764,John A. Tatom
2765,John A. Turner
2766,John A. Weinberg
2767,John Ameriks
2768,John Asker
2769,John B. Burbidge
2770,John B. Donaldson
2772,"John B. Long, Jr."
2773,John B. Shoven
2774,John B. Taylor
2775,John B. Van Huyck
2776,John B. Willett
2777,John Bailey Jones
2778,John Beshears
2779,John Bound
2781,John Bryant
2782,John Burghardt
2783,John C. Brown
2784,John C. Chao
2785,John C. Haltiwanger
2786,John C. Hause
2787,John C. Heaton
2788,John C. Whitehead
2789,John C. Williams
2791,John Cawley
2793,John Conlisk
2794,John D. Hey
2795,John D. Wilman
2797,John Douglas Wilson
2798,John Duffy
2799,John Duggan
2801,John E. Davies
2802,John E. DiNardo
2803,John E. Elliott
2804,John E. Floyd
2805,John E. Garen
2806,John E. Roemer
2807,John E. Stovall
2808,John F. Kain
2810,John Fender
2812,John Fountain
2813,John G. Fernald
2814,John G. Matsusaka
2815,John G. Riley
2817,John Geweke
2818,John Greenhut
2819,John H. Bishop
2820,John H. Cochrane
2821,John H. Constantine
2822,John H. Goddeeris
2823,John H. Kagel
2824,John H. Miller
2825,John H. Nachbar
2827,John H. Rogers
2828,John H. Tressler
2829,John H. Tyler
2832,John Hassler
2834,John Holahan
2835,John Ifcher
2836,"John J. Donohue, III"
2837,John J. Seater
2838,John J. Siegfried
2839,John J. Stevens
2840,John K. Hill
2841,John K. Whitaker
2843,John K.-H. Quah
2846,John Kareken
2847,John Karl Scholz
2848,John Kennan
2849,John Knowles
2850,John L. Solow
2853,John Leach
2855,John Londregan
2856,John M. Abowd
2857,John M. Bizjak
2858,John M. Griffin
2859,John M. Kuhlman
2860,John M. Marshall
2861,John M. Quigley
2862,John M. Reilly
2863,John M. Vernon
2864,John McDermott
2865,John McLaren
2866,John McMillan
2867,John Moore
2868,John Morgan
2869,John Muellbauer
2870,John N. Friedman
2871,John P. Conley
2872,John P. Hoehn
2873,John P. Sophocleus
2874,John Papp
2876,John Picard Stein
2877,John Piggott
2878,John Quiggin
2879,John R. Conlon
2880,John R. Graham
2881,John R. Hamman
2882,"John R. Lott, Jr."
2883,John R. O'Brien
2884,John Ries
2886,John Roberts
2888,John Romalis
2890,John S. Earle
2891,John S. Felkner
2892,John S. Greenlees
2893,John S. Hekman
2894,John S. Hughes
2895,"John S. Wiley, Jr."
2896,John Schirm
2897,John Shea
2898,John Shim
2899,John Stachurski
2900,John Strauss
2901,John Sutton
2902,John T. Cuddington
2903,John T. Warner
2904,John V. Leahy
2905,John Van Reenen
2906,John Vickers
2907,John W. Dickhaut
2909,John W. Pratt
2910,John W. Reid
2912,John Whalley
2913,John William Hatfield
2915,John Wooders
2916,John Y. Campbell
2917,John Yinger
2918,Jon C. Luke
2919,Jon Eguia
2920,Jon Faust
2921,Jon M. Conrad
2922,Jon Sonstelie
2923,Jon W. Salmon
2924,Jonah B. Gelbach
2925,Jonah E. Rockoff
2928,Jonas D. M. Fisher
2930,Jonas Hjort
2931,Jonathan A. Parker
2932,Jonathan B. Berk
2933,Jonathan B. Pritchett
2934,Jonathan Cave
2935,Jonathan D. Fisher
2936,Jonathan D. Ketcham
2937,Jonathan Eaton
2938,Jonathan G. James
2939,Jonathan Goldstein
2940,Jonathan Gruber
2941,Jonathan Guryan
2942,Jonathan H. Wright
2943,Jonathan Heathcote
2944,Jonathan I. Silberman
2945,Jonathan Isham
2946,Jonathan L. Burke
2947,Jonathan L. Willis
2948,Jonathan Levav
2949,Jonathan Levin
2950,Jonathan M. Karpoff
2951,Jonathan Morduch
2952,Jonathan P. Thomas
2954,Jonathan Reuter
2955,Jonathan Robinson
2956,Jonathan Rodden
2957,Jonathan S. Feinstein
2958,Jonathan Skinner
2959,Jonathan T. Kolstad
2960,Jonathan Temple
2961,Jonathan Ullman
2962,Jonathan Vogel
2963,Jonathan Weinstein
2964,Jonathan Zinman
2965,Jong-Soo Lim
2966,Joni Hersch
2967,Joon Y. Park
2968,Joram Mayshar
2969,Jordi Blanes i Vidal
2970,Jordi Brandts
2971,Jordi Caballé
2973,Jordi Galí
2974,Jorge Martinez-Vazquez
2975,Jorge Silva-Risso
2976,Jorge Soares
2977,Jörgen W. Weibull
2978,Joris Pinkse
2980,Jose Apesteguia
2981,Jose E. Vila
2982,Jose Maria Fernandez
2984,José-Víctor Ríos-Rull
2985,Josef C. Brada
2986,Josef Hofbauer
2987,Josef Zechner
2988,Josef Zweimüller
2989,Joseph A. Ritter
2990,Joseph A. Swanson
2991,Joseph Chen
2992,"Joseph D. Reid, Jr."
2995,"Joseph E. Harrington, Jr."
2997,Joseph E. Swierzbinski
2998,Joseph Farrell
3001,Joseph G. Altonji
3002,Joseph G. Haubrich
3003,Joseph Golec
3004,Joseph Gregory Sidak
3005,Joseph Gyourko
3006,Joseph H. Davis
3007,Joseph H. Felter
3008,"Joseph J. Doyle, Jr."
3009,Joseph J. Minarik
3010,Joseph J. Sabia
3011,Joseph Konstan
3012,Joseph M. Golden
3013,Joseph M. Ostroy
3015,Joseph P. Cook
3016,Joseph P. Ferrie
3017,Joseph P. Kaboski
3018,Joseph P. Newhouse
3019,Joseph P. Romano
3020,Joseph Price
3021,Joseph R. Mason
3022,Joseph S. DeSalvo
3023,Joseph S. Pliskin
3024,Joseph S. Tracy
3025,Joseph Song
3027,Joseph Tao-yi Wang
3029,Joseph Vavra
3030,Joseph Zeira
3032,Josh Lerner
3035,Joshua B. Miller
3036,Joshua C. Teitelbaum
3037,Joshua D. Angrist
3038,Joshua D. Coval
3039,Joshua D. Gottlieb
3040,Joshua D. Rauh
3042,Joshua Linn
3044,Joshua S. Gans
3045,Joshua S. Goodman
3046,Joshua S. Graff Zivin
3047,Joshua Schwartzstein
3049,José C. Pernías
3050,José C. R. Pueblita
3051,José Luis Montiel Olea
3052,José Luis Moraga-González
3053,José Manuel Campa
3054,José Mata
3055,Jose V. Rodriguez Mora
3056,José S. Penalva
3057,José Wynne
3058,José-Luis Peydró
3060,Joy Ishii
3061,Joyce E. Berg
3062,Joyce Manchester
3063,Joyce E. Pickersgill
3064,Joyce Wong
3065,Jozef Konings
3066,João F. Cocco
3067,João F. Gomes
3068,Ju-Chin Huang
3069,Juan A. Lacomba
3070,Juan C. Botero
3071,Juan Carlos Conesa
3072,Juan Carlos Hallak
3073,Juan Carlos Parra
3074,Juan D Moreno-Ternero
3075,Juan D. Carrillo
3076,Juan Dubra
3077,Juan F. Escobar
3078,Juan F. Rubio-Ramírez
3079,Juan J. Dolado
3080,Juan Jose Miranda
3081,Juan M. Sanchez
3083,Juan Pablo Nicolini
3084,Juan Pablo Rincón-Zapatero
3085,Juan Pablo Torres-Martínez
3086,Juan-José Ganuza
3087,Juan-Pablo Montero
3088,Juanjuan Meng
3089,Judd B. Kessler
3090,Judith A. Chevalier
3091,Judith A. Frías
3093,Juha Seppälä
3094,Juin-Kuan Chong
3095,Jules van Binsbergen
3096,Julia K. Thomas
3097,Julia Tobias
3098,Julian M. Alston
3099,Julian Wright
3100,Julian di Giovanni
3101,Julie Agnew
3102,Julie Berry Cullen
3103,Julie Chytilová
3104,Julie Holland Mortimer
3105,Julie Valentin
3106,Juliet U. Elu
3107,Julio Dávila
3108,Julio J. Rotemberg
3109,Julio Robledo
3111,Jun Pan
3112,Jun Qian
3113,Jun-Koo Kang
3114,Jungmin Lee
3115,Junsen Zhang
3116,Jushan Bai
3117,Justin Caron
3118,Justin Gallagher
3119,Justin Ho
3120,Justin Johnson
3121,Justin Marion
3122,Justin McCrary
3123,Justin R. Sydnor
3124,Justin Wolfers
3125,Justin Yifu Lin
3127,Justine S. Hastings
3128,Juuso Toikka
3129,Juuso Välimäki
3130,Jérôme Adda
3131,Jón Steinsson
3132,József Sákovics
3133,Jörg Heining
3134,Jörg Oechssler
3135,Jörg Stoye
3137,Jörn-Steffen Pischke
3138,Jürg Niehans
3139,Jürgen Huber
3141,Kabir Malik
3142,Kai Konrad
3143,Kai-Uwe Kühn
3144,Kaiji Chen
3145,Kailing Shen
3146,Kaivan Munshi
3147,Kala Krishna
3148,Kalena E. Cortes
3149,Kalina Manova
3150,Kalman J. Cohen
3151,Kalyan Chatterjee
3152,Kamalesh Rao
3153,Kareen Rozen
3154,Karel Mertens
3156,Karen E. Dynan
3157,Karen K. Lewis
3158,Karen L. Palmer
3159,Karen Macours
3160,Karen N. Eggleston
3162,Karen Stockley
3163,Karin Edmark
3164,Karl E. Case
3165,Karl Ove Moene
3166,Karl Schmedders
3167,Karl Shell
3168,Karl Storchmann
3169,Karl Whelan
3170,Karla Hoff
3171,Karsten Jeske
3172,Kasper Meisner Nielsen
3173,Kate Antonovics
3176,Katharine E. Rockett
3177,Katharine G. Abraham
3178,Katherine A. Smith
3179,Katherine Baicker
3180,Katherine Baldiga Coffman
3181,Katherine Casey
3182,Katherine Dusak
3183,Katherine Eriksson
3184,Katherine Grace Carman
3185,Katherine Ho
3186,Katherine Swartz
3187,Kathleen J. Mullen
3188,Kathleen M. Hagerty
3189,Kathleen McGarry
3190,Kathryn E. Spier
3191,Kathryn Graddy
3192,Kathryn L. Shaw
3194,Kathryn M. E. Dominguez
3197,Kathryn Zeiler
3198,Kathy Baylis
3199,Katja Seim
3200,Katrin Tinn
3201,Katrina Jessoe
3203,Katrine Vellesen Løken
3204,Katsumi Shimotsu
3205,Katsutoshi Wakai
3206,Katya Kartashova
3207,Kaushik Basu
3208,Kaz Miyagiwa
3209,Kazuo Sato
3210,Kazushige Shimpo
3211,Kei Kawai
3212,Kei Tsutsui
3213,Kei-Mu Yi
3214,Keijiro Otsuka
3215,Keisuke Hirano
3216,Keith B. Leffler
3217,Keith Chauvin
3218,Keith Head
3219,Keith J. Crocker
3220,Keith M. Marzilli Ericson
3222,Keith R. Ihlanfeldt
3223,Keith R. McLaren
3224,Keith Weigelt
3225,Kelly Bedard
3226,Kelly C. Bishop
3227,Kelly Olds
3228,Kelvin J. Lancaster
3229,Ken Binmore
3231,Kenneth Hendricks
3232,Ken Kollman
3233,Kenneth A. Couch
3234,Kenneth A. Froot
3235,Kenneth A. Shepsle
3236,Kenneth A. Small
3237,Kenneth A. Swinnerton
3238,Kenneth B. Dunn
3239,Kenneth Burdett
3241,Kenneth D. Boyer
3242,Kenneth D. Garbade
3243,Kenneth D. West
3244,Kenneth E. Train
3245,Kenneth G. Elzinga
3247,Kenneth I. Wolpin
3248,Kenneth J. Arrow
3249,Kenneth J. McLaughlin
3250,Kenneth J. Singleton
3251,Kenneth L. Judd
3252,Kenneth L. Leonard
3253,Kenneth L. Simons
3254,Kenneth Lehn
3255,Kenneth N. Kuttner
3256,Kenneth R. Ahern
3257,Kenneth R. French
3258,Kenneth R. Troske
3260,Kenneth S. Chan
3261,Kenneth S. Rogoff
3263,Kenneth Sokoloff
3264,Kenneth T. Rosen
3266,Kenneth Y. Chay
3267,Kent Osband
3268,Kent P. Kimbrough
3269,Kent A. Smetters
3270,Keong Woo
3271,Kermit Daniel
3272,Kerry Back
3273,Kerry D. Vandell
3274,Kerwin Kofi Charles
3275,Kevin Carey
3276,Kevin Clinton
3277,Kevin D. Hoover
3278,Kevin D. Sheedy
3279,Kevin Hassett
3280,Kevin Huang
3281,Kevin J. Mumford
3282,Kevin J. Murphy
3283,Kevin Lang
3284,Kevin Lee
3286,Kevin McCabe
3287,Kevin Milligan
3288,Kevin C. Murdock
3289,Kevin Reilly
3290,Keyu Jin
3291,Kfir Eliaz
3292,Khan A. Mohabbat
3293,Kiho Yoon
3294,Kiichi Tokuoka
3295,Kim B. Clark
3296,Kim J. Ruhl
3297,Kim-Sau Chung
3298,Kiminori Matsuyama
3299,Kinping Tse
3300,Kirill Evdokimov
3301,Kirk B. Doran
3302,Kirk Vandezande
3303,Kjell Erik Lommerud
3304,Kjell G. Nyborg
3305,Kjell G. Salvanes
3306,Kjetil Storesletten
3307,Klara Sabirianova Peter
3308,Klaus Abbink
3309,Klaus Desmet
3310,Klaus Härtl
3312,Klaus M. Schmidt
3313,Klaus Nehring
3314,Knut Anton Mork
3315,Koichi Hamada
3316,Koichi Tadenuma
3317,Koichiro Ito
3318,Koji Shimomura
3319,Koleman S. Strumpf
3321,Konrad B. Burchardi
3322,Konrad Mierendorff
3323,Konstantin Milbradt
3324,Konstantin Sonin
3325,Konstantinos Metaxoglou
3326,Kornelius Kraft
3327,Kory Kroft
3328,Kota Saito
3329,Kotaro Suzumura
3330,Kris James Mitchener
3331,Krishna Pendakur
3332,Kristian Rydqvist
3333,Kristin F. Butcher
3334,Kristin J. Forbes
3335,Kristina Tobio
3336,Kristoffer P. Nimark
3337,Kristopher S. Gerardi
3338,Krzysztof Burdzy
3339,Krzysztof Karbownik
3340,Kuan Chong
3341,Kun-Young Yun
3342,Kunal S. Kamlani
3343,Kurt Schmidheiny
3344,Kyle Bagwell
3345,Kyle D. Van Nort
3346,Kyle Handley
3347,Kyoji Fukao
3348,Kyoo il Kim
3349,Kyooho Kwon
3350,Kyoungwon Seo
3351,Loren A. Ihnen
3352,L. Alan Winters
3353,L. Kamran Bilir
3355,L. Rachel Ngai
3356,Lacy Glenn Thomas
3357,Laetitia Placido
3358,Lakshmi Iyer
3359,Lakshmi Krishnan
3360,Lalith Munasinghe
3361,Lan Zhang
3362,Lance Fortnow
3363,Lance Girton
3364,Lance J. Lochner
3366,Lane A. Daley
3367,Larry A. Sjaastad
3368,Larry Bartels
3369,Larry E. Jones
3371,Larry G. Epstein
3372,Larry H. P. Lang
3374,Larry Samuelson
3375,Larry Selden
3376,Lars A. Stole
3377,Lars E. O. Svensson
3378,Lars Lefgren
3379,Lars Ljungqvist
3380,Lars Nesheim
3381,Lars Peter Hansen
3382,Lars Skipper
3385,Lars Vilhuber
3386,Lars-Gunnar Svensson
3388,Lars-Hendrik Röller
3389,Lasse Heje Pedersen
3390,Lata Gangadharan
3391,Laura Alfaro
3392,Laura E. Kodres
3393,Laura H. Baldwin
3394,Laura Mayoral
3395,Laura Power
3396,Laura Puzzello
3397,Laura Schechter
3398,Laura Veldkamp
3399,Laura Xiaolei Liu
3400,Laure B. de Preux
3401,Lauren Cohen
3402,Lauren E. Willis
3403,Laurence Ball
3404,Laurence J. Kotlikoff
3405,Laurence J. Koltikoff
3406,Laurence Kranich
3407,Laurence R. Iannaccone
3408,Laurence S. Seidman
3409,Laurence Weiss
3410,Laurens Cherchye
3411,Laurent Bouton
3412,Laurent E. Calvet
3413,Laurent Gobillon
3414,Laurent Simula
3415,Laurie R. Santos
3416,Laurie Simon Bagwell
3417,Laurits R. Christensen
3422,Lawrence F. Katz
3423,Lawrence H. Goulder
3424,Lawrence H. Officer
3425,Lawrence H. Summers
3426,Lawrence J. Christiano
3427,Lawrence J. Lau
3428,Lawrence J. White
3430,Lawrence M. Ausubel
3431,Lawrence M. Benveniste
3432,Lawrence M. Kahn
3433,Lawrence W. Martin
3434,Lawrence Olson
3436,Lawrence W. Kenny
3437,Leah Platt Boustan
3438,Leandro M. Magnusson
3439,Lee A. Lillard
3441,Lee C. Vermeulen
3442,Lee E. Ohanian
3443,Lee G. Branstetter
3444,Lee J. Alston
3446,Leeat Yariv
3448,Leemore S. Dafny
3449,Leena Rudanko
3450,Leif Danziger
3451,Leigh Linden
3452,Len Nichols
3453,Lena Edlund
3454,Lennart Ohlsson
3455,Leo K. Simon
3456,Leo Sveikauskas
3457,Leo Troy
3458,Leon Smolinski
3459,Leon Yang Chu
3460,Leonard E. Burman
3461,Leonard Green
3462,Leonard J. Mirman
3463,Leonard K. Cheng
3464,Leonard Wantchekon
3465,Leonard Waverman
3466,Leonardo Auernheimer
3467,Leonardo Bartolini
3468,Leonardo Bursztyn
3469,Leonardo Felli
3470,Leonardo Leiderman
3471,Leonardo Melosi
3472,Leonce Ndikumana
3473,Leonid Kogan
3474,Leslie M. Marx
3475,Leslie Moscow McGranahan
3476,Leslie S. Stratton
3477,Leslie Young
3478,Lester G. Telser
3479,Levis A. Kochin
3480,Levon Barseghyan
3481,Lewis Evans
3482,Li Way Lee
3483,Liam P. Ebrill
3484,Liang Hu
3485,Lijing Zhu
3486,Linchun Chen
3487,Linda Babcock
3488,Linda Blumberg
3489,Linda L. Tesar
3490,Linda Loubert
3491,Linda M. Woodland
3492,Linda S. Goldberg
3493,Lindsay M. King
3494,Ling Huang
3495,Lior Menzly
3496,Liran Einav
3497,Lisa B. Kahn
3498,Lisa Farrell
3499,Lisa Gennetian
3500,Lisa George
3501,Lisa R. Anderson
3502,Lisa Sanbonmatsu
3503,Lise Vesterlund
3504,Lixin Colin Xu
3505,Lixin Huang
3507,Logan T. Lewis
3508,Lones Smith
3509,Loren Brandt
3510,Lorenz Goette
3511,Lorenzo Caliendo
3512,Lori Beaman
3513,Lorin M. Hitt
3514,Louis Eeckhoudt
3515,Louis Kaplow
3516,Louis L. Wilde
3517,Louis Maccini
3518,Louis Makowski
3519,Louis N. Christofides
3520,Louis Phaneuf
3521,Louis Phlips
3522,Louis Putterman
3523,Louis S. Jacobson
3524,Louis Silvia
3525,Louis-André Gérard-Varet
3526,Louise Sheiner
3527,Loukas Karabarbounis
3528,Lowell J. Taylor
3530,Lu Zhang
3531,Luba Petersen
3532,Ľuboš Pástor
3533,Luc Laeven
3534,Luc Renneboog
3535,Luca Anderlini
3536,Luca Antonio Ricci
3537,Luca Benati
3538,Luca David Opromolla
3539,Luca Rigotti
3540,Lucas C. Coffman
3542,Lucas W. Davis
3543,Lucia Foster
3544,Lucian Arye Bebchuk
3545,Luciano Pomatto
3546,Lucie Schmidt
3547,Lucy White
3548,Ludger Woessmann
3549,Ludovic Renou
3550,Luigi Guiso
3551,Luigi Paciello
3552,Luigi Pistaferri
3553,Luigi Zingales
3554,Luis A. Rivera-Batiz
3555,Luis Catão
3556,Luis Garicano
3557,Luis Locay
3558,Luis M. Viceira
3559,Luis Rayo
3561,Luisa Blanco
3562,Luisa Lambertini
3563,Lukasz A. Drozd
3564,Lung-Fei Lee
3565,Lutz G. Arnold
3566,Lutz Hendricks
3567,Lutz Kilian
3568,Luís M. B. Cabral
3569,Luís Santos-Pinto
3570,Lynette Hilton
3571,Lynn E. Browne
3572,M. Ali Khan
3573,M. Ayhan Kose
3574,M. Bumin Yenmez
3575,M. Christopher Roebuck
3576,M. Daniele Paserman
3577,M. G. Quibria
3578,M. Hasan Imam
3579,M. Hashem Pesaran
3580,M. Kate Bundorf
3581,M. Keith Chen
3583,M. L. Greenhut
3584,M. Marit Rehavi
3585,M. Scott Taylor
3587,M. Utku Ünver
3588,Maarten Goos
3589,Maarten J. Voors
3590,Maarten Lindeboom
3592,Mabel Tidball
3593,Magne Mogstad
3594,Magnus Johannesson
3595,Maitreesh Ghatak
3596,Makoto Nakajima
3597,Makoto Ohta
3598,Makoto Sakurai
3599,Makoto Shimoji
3600,Makoto Yano
3601,Malcolm Baker
3602,Malcolm R. Burns
3603,Mallesh M. Pai
3604,Mancur Olson
3605,Manfred Tietzel
3606,Manisha Shah
3607,Manjong Lee
3608,Manju Puri
3609,Manos Matsaganis
3610,Manuel A. Domínguez
3611,Manuel Amador
3612,Manuel Arellano
3613,Manuel S. Santos
3614,Manuel Trajtenberg
3615,Manuela Angelucci
3616,Mar Reguant
3617,Mara Faccio
3618,Mara Lederman
3619,Marc A. Miles
3620,Marc A. Van Audenrode
3621,Marc D. Weidenmier
3622,Marc Dudey
3623,Marc Fleurbaey
3624,Marc Gurgand
3625,Marc Ivaldi
3626,Marc J. Melitz
3627,Marc K. Chan
3629,Marc Nerlove
3630,Marc P. Giannoni
3631,Marc Rysman
3632,Marc Uetz
3633,Marc-Andreas Muendler
3634,Marcella Alsan
3635,Marcelo J. Moreira
3636,Marcelo L. Veracierto
3637,Marciano Siniscalchi
3638,Marcin Kacperczyk
3639,Marcin Pęski
3640,Marco Antonio Campos Martins
3641,Marco Bassetto
3642,Marco Battaglini
3643,Marco Cagetti
3644,Marco Casari
3645,Marco Castillo
3646,Marco Cipriani
3647,Marco Del Negro
3648,Marco J. van der Leij
3649,Marco Manacorda
3650,Marco Mariotti
3651,Marco Ottaviani
3652,Marco Pagano
3653,Marco Piovesan
3654,Marco Runkel
3655,Marcus Hagedorn
3656,Marcus J. Chambers
3657,Marcus Stanley
3658,Marcy Burchfield
3659,Marek Hessel
3660,Marek Pycia
3661,Marek Weretka
3662,Margaret A. Meyer
3663,Margaret E. Slade
3664,Margarida Duarte
3665,Maria Constantopoulos
3666,Maria G. Perozek
3667,Maria Guadalupe
3668,Maria J. Hanratty
3669,Maria M. Ducla-Soares
3670,Maria Paz Espinosa
3671,Maria Petrova
3672,Mariacristina De Nardi
3673,Mariagiovanna Baccara
3674,Marian V. Wrobel
3675,Marianna Belloc
3676,Marianne Baxter
3677,Marianne Bertrand
3679,Marianne E. Page
3680,Marianne P. Bitler
3681,Mariano M. Croce
3682,Mariano Tommasi
3683,Mariassunta Giannetti
3684,Marie T. Mora
3685,Marie Thursby
3686,Marie-Claire Villeval
3687,Marie-Eve Lachance
3688,Marie-Louise Vierø
3689,Mariko Sakakibara
3690,Marilda Sotomayor
3691,Marina Azzimonti
3692,Marina Halac
3693,Marine Carrasco
3694,Marinella Leone
3696,Mario I. Blejer
3697,Mario J. Crucini
3698,Mario J. Miranda
3699,Mario Pagliero
3700,Marion B. Stewart
3701,Marion Oury
3702,Marios Zachariadis
3703,Maristella Botticini
3704,Marius Schwartz
3705,Marjorie A. Flavin
3707,Mark A. Satterthwaite
3708,Mark Aguiar
3709,Mark Armstrong
3710,Mark B. McClellan
3711,Mark Bagnoli
3712,Mark Bergen
3714,Mark Bils
3715,Mark Braverman
3716,Mark C. Berger
3717,Mark C. Freeman
3718,Mark C. Strazicich
3719,Mark Carlson
3720,Mark Dean
3721,Mark Doms
3723,Mark Dynarski
3724,Mark E. Fisher
3725,Mark E. Glickman
3726,Mark E. Votruba
3727,Mark G. Duggan
3728,Mark G. Herander
3729,Mark Gersovitz
3730,Mark Gertler
3731,Mark Gradstein
3733,Mark Heitmann
3734,Mark Huggett
3735,Mark Israel
3736,Mark J. Garmaise
3737,Mark J. Machina
3738,Mark J. Moran
3739,Mark J. Roberts
3740,Mark J. Warshawsky
3741,Mark Jenkins
3742,Mark L. Mitchell
3743,Mark Lang
3744,Mark M. Pitt
3746,Mark N. Greene
3747,Mark O. Wilhelm
3748,Mark P. Taylor
3749,Mark R. Cullen
3750,Mark R. Jacobsen
3751,Mark R. Killingsworth
3752,Mark R. Rosenzweig
3754,Mark Rush
3755,Mark S. Grinblatt
3757,Mark Schankerman
3758,Mark Stegeman
3759,Mark Stewart
3760,Mark V. Pauly
3761,Mark V. Van Boening
3762,Mark W. Watson
3763,Marko Tervio
3765,Markus Brückner
3766,Markus Goldstein
3767,Markus K. Brunnermeier
3768,Markus Krätzig
3770,Markus M. Möbius
3772,Marquise McGraw
3773,Martha J. Bailey
3774,Martha L. Olney
3775,Martha de Melo
3776,Marti G. Subrahmanyam
3777,Martijn J. van den Assem
3778,Martin B. Hackmann
3779,Martin B. Knudsen
3780,Martin B. Zimmerman
3781,Martin Berka
3782,Martin Brown
3785,Martin D'Amours
3786,Martin D. D. Evans
3787,Martin D. Dooley
3788,Martin D. Smith
