NberID,WPDate,Title,Abstract,Note
w12312,2006-06-01,Cultures of Corruption: Evidence From Diplomatic Parking Tickets,"Corruption is believed to be a major factor impeding economic development, but the importance of legal enforcement versus cultural norms in controlling corruption is poorly understood. To disentangle these two factors, we exploit a natural experiment, the stationing of thousands of diplomats from around the world in New York City. Diplomatic immunity means there was essentially zero legal enforcement of diplomatic parking violations, allowing us to examine the role of cultural norms alone. This generates a revealed preference measure of government officials' corruption based on real-world behavior taking place in the same setting. We find strong persistence in corruption norms: diplomats from high corruption countries (based on existing survey-based indices) have significantly more parking violations, and these differences persist over time. In a second main result, officials from countries that survey evidence indicates have less favorable popular views of the United States commit significantly more parking violations, providing non-laboratory evidence on sentiment in economic decision-making. Taken together, factors other than legal enforcement appear to be important determinants of corruption.",
w12313,2006-06-01,Socially Optimal Districting: An Empirical Investigation,"This paper provides an empirical exploration of the potential gains from socially optimal districting. As emphasized in the political science literature, districting matters because it determines the seat-vote curve, which relates the fraction of seats parties obtain to their share of the aggregate vote. Building on the theoretical work of Coate and Knight (2006), which develops and analyzes the optimal seat-vote curve, this paper develops a methodology for computing actual and optimal seat-vote curves and for measuring the potential welfare gains that would emerge from implementing optimal seat-vote curves. This method is then applied to analyze districting plans in place during the 1990s to elect US State legislators. The analysis shows that the plans used by the states in our data set generate seat-vote curves that are overly responsive to changes in voters' preferences. While there is significant variation across states, the potential welfare gains from implementing optimal seat-vote curves are on average small relative to the overall surplus generated by legislatures. This appears to be because seat-vote curves are reasonably close to optimal rather than because aggregate welfare is insensitive to varying districting plans. Interestingly, implementing proportional representation would produce welfare levels quite close to those achieved by implementing optimal seat-vote curves.",Included. See note on w11462.
w12314,2006-06-01,An Exploration of Technology Diffusion,"We develop and estimate a model where technology diffusion depends on the level of productivity embodied in capital and where this is, in turn, determined by two key mechanisms: the rate at which the quality embodied in new technology vintages increases (embodiment) and the gains from varieties induced by the introduction of new vintages (variety). In our model, these two effects are related to technology adoption decisions taken at two different levels. The capital goods suppliers' decisions of when to adopt a given vintage determines the embodiment margin. The workers' decisions of which of the adopted vintages to use in production determines the variety margin. Estimation of our model for a sample of 19 technologies, 21 countries, and the period 1870--1998 reveals that embodied productivity growth is large for many of the technologies in our sample. On average, increases in the variety of vintages available is a more important source of growth than the increases in the embodiment margin. There is, however, substantial heterogeneity across technologies. Where adoption lags matter, they are largely determined by lack of educational attainment and lack of trade openness.",
w12317,2006-06-01,Media Markets and Localism: Does Local News en Español Boost Hispanic Voter Turnout?,"Since the dawn of broadcasting, and especially in the past decade, Americans have turned their attention from local to more distant sources of news and entertainment. While the integration of media markets will raise the private welfare of many consumers, a globalized information and entertainment industry can undermine civic engagement, transforming locally engaged citizens into viewers consuming programming from distant sources. In response to such concerns, many regulatory agencies, including the Federal Communication Commission in the United States, curtail the integration of media markets to promote ""localism"". Determining the right balance between the private benefits of integrated markets and the public value of civic engagement requires evidence on the size of the positive spillovers from local media. In this paper, we exploit the rapid growth of Hispanic communities in the United States to test whether the presence of local television news affects local civic behavior. We find that Hispanic voter turnout increased by 5 to 10 percentage points, relative to non-Hispanic voter turnout, in markets where local Spanish-language television news became available. Thus, the tradeoff between integrated media markets and civic engagement is real, and our results provide a basis for the continued pursuit of regulatory policies that promote localism.",
w12329,2006-06-01,The Effect of Female Education on Fertility and Infant Health: Evidence from School Entry Policies Using Exact Date of Birth,"This paper uses age-at-school-entry policies to identify the effect of female education on fertility and infant health. We focus on sharp contrasts in schooling, fertility, and infant health between women born just before and after the school entry date. School entry policies affect female education and the quality of a woman's mate and have generally small, but possibly heterogeneous, effects on fertility and infant health. We argue that school entry policies manipulate primarily the education of young women at risk of dropping out of school.",
w12334,2006-06-01,Competitive Wages in a Match with Ordered Contracts,"A recent antitrust lawsuit against the National Residency Matching Program renewed interest in understanding the effects of a centralized match on wages of medical residents. Bulow and Levin (forthcoming) propose a simple model of the NRMP, in which firms set impersonal salaries simultaneously, before matching with workers, and show that a match leads to lower aggregate wages compared to any competitive outcome. This paper models a feature present in the NRMP, ordered contracts, that allows firms to set several contracts while determining the order in which they try to fill these contracts. I show that the low wage equilibrium of Bulow and Levin is not robust to this feature of the NRMP, and competitive wages are once more an equilibrium outcome. Furthermore, a match with ordered contracts has different properties than former models of centralized matches with multiple contracts.",
w12338,2006-06-01,Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment,"We conducted a natural field experiment to explore the effect of price changes on charitable contributions. To operationalize our tests, we examine whether an offer to match contributions to a non-profit organization changes the likelihood and amount that an individual donates. Direct mail solicitations were sent to over 50,000 prior donors. We find that the match offer increases both the revenue per solicitation and the probability that an individual donates. While comparisons of the match treatments and the control group consistently reveal this pattern, larger match ratios (ie, $3:$1 and $2:$1) relative to smaller match ratios ($1:$1) had no additional impact. The results have clear implications for practitioners in the design of fundraising campaigns and provide avenues for future empirical and theoretical work on charitable giving. Further, the data provide an interesting test of important methods used in cost-benefit analysis.",
w12343,2006-06-01,Competing With the NYSE,"We study the stock exchange rivalry between the New York Stock Exchange (NYSE) and the Consolidated Stock Exchange (Consolidated) from 1885 to 1926 using a new database of bid-ask spreads and stock data collected from The New York Times and other primary sources. The magnitude of this important, but largely forgotten rivalry was substantial. From 1885 to 1895, the ratio of Consolidated to NYSE volume averaged 40 percent and reached as high as 60 percent. The market share of the Consolidated averaged 23 percent for approximately 40 years. The Consolidated focused on the relatively liquid securities on the NYSE as measured by bid-ask spreads and trading volume. Our results suggest that NYSE bid-ask spreads fell by more than 10 percent when the Consolidated began to trade NYSE stocks while bid-ask spreads for our quasicontrol group of stocks trading on the Boston Stock Exchange remain unchanged. The effect persisted over the entire history of the stock market rivalry until a series of scandals and investigations of the Consolidated by state regulators led to the demise of the exchange in the 1920s. The analysis suggests three conclusions: (1) the NYSE has faced significant long-run competition (2) the NYSE may be susceptible to a similar level of competition in the future and (3) that the Consolidated may have improved the efficiency of stock prices by contributing to the price discovery process.",
w12356,2006-07-01,Inside the Family Firm: The Role of Families in Succession Decisions and Performance,"This paper uses a unique dataset from Denmark to investigate the impact of family characteristics in corporate decision making and the consequences of these decisions on firm performance. We focus on the decision to appoint either a family or external chief executive officer (CEO). The paper uses variation in CEO succession decisions that result from the gender of a departing CEO's firstborn child. This is a plausible instrumental variable (IV), as male first-child firms are more likely to pass on control to a family CEO than are female first-child firms, but the gender of the first child is unlikely to affect firms' outcomes. We find that family successions have a large negative causal impact on firm performance: operating profitability on assets falls by at least four percentage points around CEO transitions. Our IV estimates are significantly larger than those obtained using ordinary least squares. Furthermore, we show that family-CEO underperformance is particularly large in fast-growing industries, industries with highly skilled labor force and relatively large firms. Overall, our empirical results demonstrate that professional, non-family CEOs provide extremely valuable services to the organizations they head.",
w12365,2006-07-01,Why Has CEO Pay Increased So Much?,"This paper develops a simple equilibrium model of CEO pay. CEOs have different talents and are matched to firms in a competitive assignment model. In market equilibrium, a CEO's pay changes one for one with aggregate firm size, while changing much less with the size of his own firm. The model determines the level of CEO pay across firms and over time, offering a benchmark for calibratable corporate finance. The sixfold increase of CEO pay between 1980 and 2003 can be fully attributed to the six-fold increase in market capitalization of large US companies during that period. We find a very small dispersion in CEO talent, which nonetheless justifies large pay differences. The data broadly support the model. The size of large firms explains many of the patterns in CEO pay, across firms, over time, and between countries.",
w12368,2006-07-01,The Effect of Court-Ordered Hiring Quotas on the Composition and Quality of Police,"Arguably the most aggressive affirmative action program ever implemented in the United States was a series of court-ordered racial hiring quotas imposed on municipal police departments. My best estimate of the effect of court-ordered affirmative action on workforce composition is a 14 percentage point gain in the fraction African American among newly hired officers. Evidence on police performance is mixed. Despite substantial black-white test score differences on police department entrance examinations, city crime rates appear unaffected by litigation. However, litigation lowers slightly both arrests per crime and the fraction black among serious arrestees.",
w12410,2006-08-01,The Church vs the Mall: What Happens When Religion Faces Increased Secular Competition?,"Recently economists have begun to consider the causes and consequences of religious participation. An unanswered question in this literature is the effect upon individuals of changes in the opportunity cost of religious participation. In this paper we identify a policy-driven change in the opportunity cost of religious participation based on state laws that prohibit retail activity on Sunday, known as ""blue laws"". Many states have repealed these laws in recent years, raising the opportunity cost of religious participation. We construct a model which predicts, under fairly general conditions, that allowing retail activity on Sundays will lower attendance levels but may increase or decrease religious donations. We then use a variety of datasets to show that when a state repeals its blue laws religious attendance falls, and that church donations and spending fall as well. These results do not seem to be driven by declines in religiosity prior to the law change, nor do we see comparable declines in membership or giving to nonreligious organizations after a state repeals its laws. We then assess the effects of changes in these laws on drinking and drug use behavior in the NLSY. We find that repealing blue laws leads to an increase in drinking and drug use, and that this increase is found only among the initially religious individuals who were affected by the blue laws. The effect is economically significant; for example, the gap in heavy drinking between religious and non religious individuals falls by about half after the laws are repealed.",
w12433,2006-08-01,Recursive Competitive Equilibrium,"In this article we define a Recursive Competitive Equilibrium, provide an example and review the related literature.","Excluded. Linked to 987 on NBER.org. 987 by Prescott and Mehra, published in 1980; w12433 by Mehra, released in 2006. According to Mehra's CV (October 2015), w12433 was published in the The New Palgrave: A Dictionary of Economics, 2nd Edition, Macmillan, 2008, pp.35--38."
w12462,2006-08-01,The Bond Market's q,"I propose an implementation of the q-theory of investment using bond prices instead of equity prices. Credit risk makes corporate bond prices sensitive to future asset values, and q can be inferred from bond prices. The bond market's q performs much better than the usual measure in standard investment equations. With aggregate data, the fit is three times better, cash flows are driven out and the implied adjustment costs are reduced by more than an order of magnitude. The new measure also improves firm level investment equations.",
w12466,2006-08-01,"Stature and Status: Height, Ability, and Labor Market Outcomes","It has long been recognized that taller adults hold jobs of higher status and, on average, earn more than other workers. A large number of hypotheses have been put forward to explain the association between height and earnings. In developed countries, researchers have emphasized factors such as self esteem, social dominance, and discrimination. In this paper, we offer a simpler explanation: On average, taller people earn more because they are smarter. As early as age 3---before schooling has had a chance to play a role---and throughout childhood, taller children perform significantly better on cognitive tests. The correlation between height in childhood and adulthood is approximately 0.7 for both men and women, so that tall children are much more likely to become tall adults. As adults, taller individuals are more likely to select into higher paying occupations that require more advanced verbal and numerical skills and greater intelligence, for which they earn handsome returns. Using four data sets from the US and the UK, we find that the height premium in adult earnings can be explained by childhood scores on cognitive tests. Furthermore, we show that taller adults select into occupations that have higher cognitive skill requirements and lower physical skill demands.",
w12467,2006-08-01,Consumption Commitments and Risk Preferences,"Many households devote a large fraction of their budgets to ""consumption commitments""---goods that involve transaction costs and are infrequently adjusted. This paper characterizes risk preferences in an expected utility model with commitments. We show that commitments affect risk preferences in two ways: (1) they amplify risk aversion with respect to moderate-stake shocks and (2) they create a motive to take large-payoff gambles. The model thus helps resolve two basic puzzles in expected utility theory: the discrepancy between moderate-stake and large-stake risk aversion and lottery playing by insurance buyers. We discuss applications of the model such as the optimal design of social insurance and tax policies, added worker effects in labor supply, and portfolio choice. Using event studies of unemployment shocks, we document evidence consistent with the consumption adjustment patterns implied by the model.",
w12475,2006-08-01,Capital Deepening and Non-Balanced Economic Growth,"This paper constructs a model of non-balanced economic growth. The main economic force is the combination of differences in factor proportions and capital deepening. Capital deepening tends to increase the relative output of the sector with a greater capital share, but simultaneously induces a reallocation of capital and labor away from that sector. We first illustrate this force using a general two-sector model. We then investigate it further using a class of models with constant elasticity of substitution between two sectors and Cobb-Douglas production functions in each sector. In this class of models, non-balanced growth is shown to be consistent with an asymptotic equilibrium with constant interest rate and capital share in national income. We also show that for realistic parameter values, the model generates dynamics that are broadly consistent with US data. In particular, the model generates more rapid growth of employment in less capital-intensive sectors, more rapid growth of real output in more capital-intensive sectors and aggregate behavior in line with the Kaldor facts. Finally, we construct and analyze a model of ""non-balanced endogenous growth"", which extends the main results of the paper to an economy with endogenous and directed technical change. This model shows that equilibrium will typically involve endogenous non-balanced technological progress.",
w12477,2006-08-01,A Theory of Demand Shocks,"This paper presents a model of business cycles driven by shocks to consumer expectations regarding aggregate productivity. Agents are hit by heterogeneous productivity shocks, they observe their own productivity and a noisy public signal regarding aggregate productivity. The shock to this public signal, or ""news shock"", has the features of an aggregate demand shock: it increases output, employment and inflation in the short run and has no effects in the long run. The dynamics of the economy following an aggregate productivity shock are also affected by the presence of imperfect information: after a productivity shock output adjusts gradually to its higher long-run level, and there is a temporary negative effect on inflation and employment. A calibrated version of the model is able to generate realistic amounts of short-run volatility due to demand shocks, in line with existing time-series evidence. The paper also develops a simple method to solve forward-looking models with dispersed information.",
w12478,2006-08-01,First Do No Harm?: Tort Reform and Birth Outcomes,"We examine the impact of tort reforms using US birth records for 1989--2001. We make four contributions. First, we develop a model that analyzes the incentives created by specific tort reforms. Second, we assemble new data on tort reform. Third, we examine a range of outcomes. Finally, we allow for differential effects by demographic-risk group. We find that reforms of the ""deep pockets rule"" reduce complications of labor and C-sections, while caps on noneconomic damages increase them. Our results demonstrate there are important interactions between incentives created by tort law and other incentives facing physicians.",
w12498,2006-08-01,Unemployment Fluctuations with Staggered Nash Wage Bargaining,A number of authors have recently emphasized that the conventional model of unemployment dynamics due to Mortensen and Pissarides has difficulty accounting for the relatively volatile behavior of labor market activity over the business cycle. We address this issue by modifying the MP framework to allow for staggered multiperiod wage contracting. What emerges is a tractable relation for wage dynamics that is a natural generalization of the period-by-period Nash bargaining outcome in the conventional formulation. An interesting side-product is the emergence of spillover effects of average wages on the bargaining process. We then show that a reasonable calibration of the model can account well for the cyclical behavior of wages and labor market activity observed in the data. The spillover effects turn out to be important in this respect.,
w12508,2006-09-01,Peers at Work,"We investigate how and why the productivity of a worker varies as a function of the productivity of her co-workers in a group production process. In theory, the introduction of a high productivity worker could lower the effort of incumbent workers because of free riding; or it could increase the effort of incumbent workers because of peer effects induced by social norms, social pressure, or learning. Using scanner level data, we measure high frequency, worker-level productivity of checkers for a large grocery chain. Because of the firm's scheduling policy, the timing of within-day changes in personnel is unsystematic, a feature for which we find consistent support in the data. We find strong evidence of positive productivity spillovers from the introduction of highly productive personnel into a shift. A 10% increase in average co-worker permanent productivity is associated with 1.7% increase in a worker's effort. Most of this peer effect arises from low productivity workers benefiting from the presence of high productivity workers. Therefore, the optimal mix of workers in a given shift is the one that maximizes skill diversity. In order to explain the mechanism that generates the peer effect, we examine whether effort depends on workers' ability to monitor one another due to their spatial arrangement, and whether effort is affected by the time workers have previously spent working together. We find that a given worker's effort is positively related to the presence and speed of workers who face him, but not the presence and speed of workers whom he faces (and do not face him). In addition, workers respond more to the presence of co-workers with whom they frequently overlap. These patterns indicate that these individuals are motivated by social pressure and mutual monitoring, and suggest that social preferences can play an important role in inducing effort, even when economic incentives are limited.",
w12514,2006-09-01,Temporary Investment Tax Incentives: Theory with Evidence from Bonus Depreciation,"Investment decisions are inherently forward-looking. The payoff of acquiring capital goods, particularly long-lived capital goods, is governed almost exclusively by events in the far future. Because the timing of the investment itself does not affect future payoffs, there are strong incentives to delay or accelerate investment to take advantage of predictable intertemporal variations in cost. For sufficiently long-lived capital goods, these incentives are so strong that the intertemporal elasticity of investment demand is nearly infinite. As a consequence, for a temporary tax change, the shadow price of long-lived capital goods must reflect the full tax subsidy regardless of the elasticity of investment supply. While price data provide no information on the elasticity of supply, they can reveal the extent to which adjustment costs are internal or external to the firm. In contrast, the elasticity of investment supply can be inferred from quantity data alone. The bonus depreciation allowance passed in 2002 and increased in 2003 presents an opportunity to test the sharp predictions of neoclassical investment theory. In the law, certain types of long-lived capital goods qualify for substantial tax subsides while others do not. The data show that investment in qualified properties was substantially higher than for unqualified property. The estimated elasticity of investment supply is high--between 10 and 20. Market prices do not react to the subsidy as the theory dictates. This suggests either that internal (unmeasured) adjustment costs play a significant role or that measurement problems in the price data effectively conceal the price changes. While the policy noticeably increased investment in types of capital that benefited substantially from bonus depreciation, the aggregate effects of the policy were modest. The analysis suggests that the policy may have increased output by roughly 0.1 percent to 0.2 percent and increased employment by roughly 100,000 to 200,000 jobs.",
w12517,2006-09-01,Land and Power: Theory and Evidence from Chile,"We study the connection between employment and political control. Many employment relationships concede rents to workers. For example, when worker effort is crucial for production, but only imperfectly observed. We show that, depending on the political institutions, the presence of such rents allows employers to use the threat of withdrawing them to control their workers' political behavior. We thus demonstrate that employment does not simply generate income, it also gives power to control the behavior of others. The analysis focuses on the salient example of political control, where landlords coerce the votes of their workers in the absence of a secret ballot. The model we develop generates predictions about electoral outcomes which can be tested by investigating the impact of the introduction of an effective secret ballot. Such an institutional reform reduces landlords' control, and in consequence, we should observe changes in voting behavior, since workers whose votes were previously controlled and sold can now vote freely. We test the predictions of the model by examining in detail the effects of the introduction of the secret ballot in Chile in 1958. We show that, consistent with our theory, the political reforms led to large changes in voting behavior. Before the reforms, localities with more pervasive patron-client relationships tend to exhibit a much stronger support for the right-wing parties, traditionally associated with the landed oligarchy. After the reform however, this difference across localities completely disappeared.",
w12537,2006-09-01,Can News about the Future Drive the Business Cycle?,"Aggregate and sectoral comovement are central features of business cycle data. Therefore, the ability to generate comovement is a natural litmus test for macroeconomic models. But it is a test that most existing models fail. In this paper we propose a unified model that generates both aggregate and sectoral comovement in response to contemporaneous shocks and news shocks about fundamentals. The fundamentals that we consider are aggregate and sectoral TFP shocks as well as investment-specific technical change. The model has three key elements: variable capital utilization, adjustment costs to investment, and a new form of preferences that allow us to parameterize the strength of short-run wealth effects on the labor supply.",
w12562,2006-10-01,Valuing New Goods in a Model with Complementarities: Online Newspapers,"Many important economic questions hinge on the extent to which new goods either crowd out or complement consumption of existing products. Recent methods for studying new goods are based on demand models that rule out complementarity by assumption, so their applicability to these questions has been limited. I develop a new model that relaxes this restriction, and use it to study the specific case of competition between print and online newspapers. Using new micro data from the Washington DC market, I show that the major print and online papers appear to be strong complements in the raw data, but that this is an artifact of unobserved consumer heterogeneity. I estimate that the online paper reduced print readership by 27,000 per day, at a cost of $5.5 million per year in lost print profits. I find that online news has provided substantial welfare benefits to consumers and that charging positive online prices is unlikely to substantially increase firm profits.",
w12591,2006-10-01,"Monetary Intervention Mitigated Banking Panics During the Great Depression: Quasi-Experimental Evidence from the Federal Reserve District Border in Mississippi, 1929 to 1933","The Federal Reserve Act of 1913 divided Mississippi between the 6th (Atlanta) and 8th (St Louis) Federal Reserve Districts. Before and during the Great Depression, these districts' policies differed. The Atlanta Fed championed monetary activism and the extension of credit to troubled banks. The St Louis Fed adhered to the doctrine of real bills and eschewed expansionary initiatives. Outcomes differed across districts. In the 6th District, banks failed at lower rates than in the 8th District, particularly during the banking panic in the fall of 1930. The pattern suggests that discount lending reduced failure rates during periods of panic. Historical evidence and statistical analysis corroborates this conclusion.",
w12600,2006-10-01,Progressive Estate Taxation,"For an economy with altruistic parents facing productivity shocks, the optimal estate taxation is progressive: fortunate parents should face lower net returns on their inheritances. This progressivity reflects optimal mean reversion in consumption, which ensures that a long-run steady state exists with bounded inequality---avoiding immiseration.",
w12606,2006-10-01,The Conquest of South American Inflation,"We infer determinants of Latin American hyperinflations and stabilizations by using the method of maximum likelihood to estimate a hidden Markov model that potentially assigns roles both to fundamentals in the form of government deficits that are financed by money creation and to destabilizing expectations dynamics that can occasionally divorce inflation from fundamentals. Our maximum likelihood estimates allow us to interpret observed inflation rates in terms of variations in the deficits, sequences of shocks that trigger temporary episodes of expectations driven hyperinflations, and occasional superficial reforms that cut inflation without reforming deficits. Our estimates also allow us to infer the deficit adjustments that seem to have permanently stabilized inflation processes.",
w12612,2006-10-01,Tracing the Impact of Bank Liquidity Shocks: Evidence from an Emerging Market,"Do liquidity shocks matter? While even a simple ""yes"" or ""no"" presents identification challenges, going beyond this entails tracing how such shocks to lenders are passed on to borrowers, and whether borrowers can in turn cushion these shocks through the credit market. This paper does so by using data that follows all loans made by lenders to borrowing firms in Pakistan, and exploiting cross-bank variation in liquidity shocks induced by the unanticipated nuclear tests in 1998. We isolate the causal impact of the bank lending channel by showing that for the same firm borrowing from two different banks, its loan from the bank experiencing a 1% larger decline in liquidity drops by an additional 0.6%. The liquidity shock also lowers the probability of continued lending to old clients and extending credit to new ones. Although this lending channel affects all firms significantly, large firms and those with strong business and political ties completely compensate the effect by borrowing more from more liquid banks---both through existing and new banking relationships. In contrast, small unconnected firms are entirely unable to hedge and face large drops in overall borrowing and increased financial distress. The liquidity shocks thus have large distributional consequences.",
w12614,2006-10-01,Bubbles and Self-Enforcing Debt,"We characterize equilibria with endogenous debt constraints for a general equilibrium economy with limited commitment in which the only consequence of default is losing the ability to borrow in future periods. First, we show that equilibrium debt limits must satisfy a simple condition that allows agents to exactly roll over existing debt period by period. Second, we provide an equivalence result, whereby the resulting set of equilibrium allocations with self-enforcing private debt is equivalent to the allocations that are sustained with unbacked public debt or rational bubbles; for the latter, there exist well known existence and characterization results. In contrast to the classic result by Bulow and Rogoff (AER 1989), positive levels of debt are sustainable in our environment because the interest rate is sufficiently low to provide repayment incentives.",
w12618,2006-10-01,Reservation Wages and Unemployment Insurance,"This paper argues that a risk-averse worker's after-tax reservation wage encodes all the relevant information about her welfare. This insight leads to a novel test for the optimality of unemployment insurance based on the responsiveness of reservation wages to unemployment benefits. Some existing estimates imply significant gains to raising the current level of unemployment benefits in the United States, but highlight the need for more research on the determinants of reservation wages. Our approach complements those based on Baily's (1978) test.",
w12623,2006-10-01,Tradeoffs from Integrating Diagnosis and Treatment in Markets for Health Care,"What are the important tradeoffs in consulting a single expert for both diagnosis and treatment? On one hand, an integrated diagnostician may have the incentive to recommend treatments that are not in the buyer's best interests. On the other hand, joint production of diagnosis and treatment by an integrated diagnostician may be more efficient. We examine an important special case of this problem: the costs and health outcomes of elderly Medicare beneficiaries with coronary artery disease. We compare the empirical consequences of diagnosis by an ""integrated"" cardiologist---one who can provide surgical treatment---to the consequences of diagnosis by a non-integrated cardiologist. Diagnosis by an integrated cardiologist leads, on net, to higher health spending but similar health outcomes. The net effect contains three components: reduced spending and improved outcomes from better allocation of patients to surgical treatment options; increased spending conditional on treatment option; and worse outcomes from poorer provision of non-surgical care. We conclude that accounting more completely for doctors' incentives to refer patients in setting reimbursements, or in the alternative, allowing doctors more freedom to make and receive payments for referrals, could reduce spending and improve quality.",
w12629,2006-10-01,Real Business Cycles in Emerging Countries?,"We use more than one century of Argentine and Mexican data to estimate the structural parameters of a small-open-economy real-business-cycle model driven by nonstationary productivity shocks. We find that the RBC model does a poor job at explaining business cycles in emerging countries. We then estimate an augmented model that incorporates shocks to the country premium and financial frictions. We find that the estimated financial-friction model provides a remarkably good account of business cycles in emerging markets and, importantly, assigns a negligible role to nonstationary productivity shocks.",
w12639,2006-10-01,Cash-on-Hand and Competing Models of Intertemporal Behavior: New Evidence from the Labor Market,"This paper presents new tests of the permanent income hypothesis and other widely used models of household behavior using data from the labor market. We estimate the ""excess sensitivity"" of job search behavior to cash-on-hand using sharp discontinuities in eligibility for severance pay and extended unemployment insurance (UI) benefits in Austria. Analyzing data for over one-half million job losers, we obtain three empirical results: (1) a lump-sum severance payment equal to two months of earnings reduces the job-finding rate by 8--12% on average; (2) an extension of the potential duration of UI benefits from 20 weeks to 30 weeks similarly lowers job-finding rates in the first 20 weeks of search by 5--9%; and (3) increases in the duration of search induced by the two programs have little or no effect on subsequent job match quality. Using a search theoretic model, we show that estimates of the relative effect of severance pay and extended benefits can be used to calibrate and test a wide set of intertemporal models. Our estimates of this ratio are inconsistent with the predictions of a standard permanent income model, as well as naive ""rule of thumb"" behavior. The representative job searcher in our data is 70% of the way between the permanent income benchmark and credit-constrained behavior in terms of sensitivity to cash-on-hand.",
w12650,2006-10-01,Long Term Risk: An Operator Approach,"We create an analytical structure that reveals the long run risk-return relationship for nonlinear continuous time Markov environments. We do so by studying an eigenvalue problem associated with a positive eigenfunction for a conveniently chosen family of valuation operators. This family forms a semigroup whose members are indexed by the elapsed time between payoff and valuation dates. We represent the semigroup using a positive process with three components: an exponential term constructed from the eigenvalue, a martingale and a transient eigenfunction term. The eigenvalue encodes the risk adjustment, the martingale alters the probability measure to capture long run approximation, and the eigenfunction gives the long run dependence on the Markov state. We establish existence and uniqueness of the relevant eigenvalue and eigenfunction. By showing how changes in the stochastic growth components of cash flows induce changes in the corresponding eigenvalues and eigenfunctions, we reveal a long-run risk return tradeoff.",
w12671,2006-11-01,Testing Models of Low-Frequency Variability,"We develop a framework to assess how successfully standard times series models explain low-frequency variability of a data series. The low-frequency information is extracted by computing a finite number of weighted averages of the original data, where the weights are low-frequency trigonometric series. The properties of these weighted averages are then compared to the asymptotic implications of a number of common time series models. We apply the framework to twenty US macroeconomic and financial time series using frequencies lower than the business cycle.",
w12685,2006-11-01,The Optimal Income Taxation of Couples,"This paper analyzes the optimal income tax treatment of couples. Each couple is modelled as a single rational economic agent supplying labor along two dimensions: primary and secondary earnings. We consider fully general joint income tax systems. Separate taxation is never optimal if social welfare depends on total couple incomes. In a model where secondary earners make only a binary work decision (work or not work), we demonstrate that the marginal tax rate of the primary earner is lower when the spouse works. As a result, the tax distortion on the secondary earner decreases with the earnings of the primary earner and actually vanishes to zero asymptotically. Such negative jointness is optimal because redistribution from two-earner toward one-earner couples is more valuable when primary earner income is lower. We also consider a model where both spouses display intensive labor supply responses. In that context, we show that, starting from the optimal separable tax schedules, introducing some negative jointness is always desirable. Numerical simulations suggest that, in that model, it is also optimal for the marginal tax rate on one earner to decrease with the earnings of his-her spouse. We argue that many actual redistribution systems, featuring family-based transfers combined with individually-based taxes, generate schedules with negative jointness.",
w12701,2006-11-01,Bequest and Tax Planning: Evidence from Estate Tax Returns,"I study bequest and wealth accumulation behavior of the wealthy (subject to the estate tax) shortly before death. The onset of a terminal illness leads to a very significant reduction in the value of estates reported on tax returns---15 to 20% with illness lasting ""months to years"" and about 5 to 10% in case of illness reported as lasting ""days to weeks"". I provide evidence suggesting that these findings cannot be explained by real shocks to net worth such as due to medical expenses or lost income, but instead reflect ""deathbed"" estate planning. The results suggest that wealthy individuals actively care about disposition of their estates, but that this preference is dominated by the desire to hold on to their wealth while alive.",
w12706,2006-11-01,Contracts as Reference Points,"We argue that a contract provides a reference point for a trading relationship: more precisely, for parties' feelings of entitlement. A party's ex post performance depends on whether he gets what he is entitled to relative to outcomes permitted by the contract. A party who is shortchanged shades on performance. A flexible contract allows parties to adjust their outcome to uncertainty, but causes inefficient shading. Our analysis provides a basis for long-term contracts in the absence of noncontractible investments, and elucidates why ""employment"" contracts, which fix wage in advance and allow the employer to choose the task, can be optimal.",
w12707,2006-11-01,What Drives Media Slant? Evidence from U.S. Daily Newspapers,"We construct a new index of media slant that measures whether a news outlet's language is more similar to that of a congressional Republican or Democrat. We apply the measure to study the market forces that determine political content in the news. We estimate a model of newspaper demand that incorporates slant explicitly, estimate the slant that would be chosen if newspapers independently maximized their own profits, and compare these ideal points with firms actual choices. Our analysis confirms an economically significant demand for news slanted toward one's own political ideology. Firms respond strongly to consumer preferences, which account for roughly 20 percent of the variation in measured slant in our sample. By contrast, the identity of a newspaper's owner explains far less of the variation in slant. We also present evidence on the role of pressure from incumbent politicians, tastes of reporters, and newspaper competition in determining slant.",
w12720,2006-12-01,Coarse Thinking and Persuasion,"We present a model of coarse thinking, in which individuals group situations into categories, and transfer the informational content of a given message from situations in a category where it is useful to those where it is not. The model explains how uninformative messages can be persuasive, particularly in low involvement situations, and how objectively informative messages can be dropped by the persuader without the audience assuming the worst. The model sheds light on product branding, the structure of product attributes, and several puzzling aspects of mutual fund advertising.",
w12721,2006-12-01,Trading Tasks: A Simple Theory of Offshoring,"For centuries, most international trade involved an exchange of complete goods. But, with recent improvements in transportation and communications technology, it increasingly entails different countries adding value to global supply chains, or what might be called ""trade in tasks"". We propose a new conceptualization of the global production process that focuses on tradable tasks and use it to study how falling costs of offshoring affect factor prices in the source country. We identify a productivity effect of task trade that benefits the factor whose tasks are more easily moved offshore. In the light of this effect, reductions in the cost of trading tasks can generate shared gains for all domestic factors, in contrast to the distributional conflict that typically results from reductions in the cost of trading goods.",
